ventral_ventral
8
108
8
16
12
8
0
0
8
12
8
8
8
12
16
12
0
0
12
0
4
0
12
8
0
0
116
112
112
112
8
8
8
8
8
8
0
8
12
120
12
76
8
8
8
8
16
0
16
8
12
8
72
8
8
8
16
12
12
8
112
8
8
8
4
0
0
8
8
8
8
0
12
8
12
8
8
12
8
72
12
8
112
12
0
8
0
12
0
12
0
12
12
16
0
12
0
12
8
12
0
4
8
40
8
8
8
12
8
8
8
24
8
72
8
0
0
0
8
16
108
8
16
0
12
4
8
0
72
16
0
72
72
0
20
8
12
12
0
8
8
12
0
108
0
12
8
0
12
12
24
20
8
8
16
72
0
8
8
8
12
16
8
12
0
8
8
0
0
8
8
0
72
8
8
8
4
12
8
8
72
8
48
8
12
16
8
8
8
112
72
8
8
12
8
8
0
44
0
44
8
8
8
16
4
112
328
12
8
0
8
0
8
8
8
8
8
8
8
0
16
8
8
72
108
72
8
12
0
0
8
8
72
0
12
20
8
8
0
0
8
8
0
0
8
8
0
8
8
112
8
12
8
104
8
112
8
0
0
112
72
112
72
12
72
8
8
12
8
24
8
0
108
52
72
8
0
0
72
8
0
0
12
0
8
8
112
8
8
12
8
72
108
8
0
8
12
8
0
0
0
16
8
8
12
44
76
12
0
8
8
8
8
8
8
8
8
8
8
8
8
12
8
8
108
108
12
12
8
120
8
12
8
8
72
0
12
12
8
108
8
72
12
8
8
16
8
12
8
12
12
0
108
16
8
12
76
8
0
0
12
8
16
8
12
112
12
8
8
8
12
8
0
12
72
8
8
20
12
8
12
8
12
0
8
8
108
8
0
8
12
16
8
12
0
112
16
8
12
0
16
8
8
12
8
0
0
8
12
12
16
16
16
72
8
80
8
16
8
112
8
8
8
12
4
12
8
8
8
8
120
8
12
0
12
8
8
108
8
12
8
8
16
8
12
8
8
8
12
16
0
12
20
8
8
12
8
8
16
8
8
112
8
8
16
8
8
8
0
0
8
72
112
8
112
20
8
8
112
72
0
8
0
12
16
8
8
0
0
112
8
0
8
48
12
8
8
0
8
8
112
8
0
0
8
8
0
116
16
8
0
0
8
0
8
8
8
72
8
0
12
8
0
0
112
16
12
8
12
108
12
8
112
12
112
0
16
8
8
72
12
12
4
8
16
12
8
12
0
72
112
48
44
8
8
8
12
24
0
8
4
12
12
8
12
8
12
12
0
8
12
16
8
8
8
12
0
0
0
8
12
0
12
108
12
8
12
16
12
12
8
0
8
8
112
12
8
12
44
0
16
8
12
12
12
8
12
20
12
120
112
8
8
8
16
16
16
8
12
0
12
8
0
112
8
12
8
12
16
8
112
0
72
12
8
8
0
0
8
0
108
8
8
0
12
12
8
8
16
0
20
8
0
16
8
8
0
8
8
0
0
16
112
72
72
8
0
12
12
0
0
8
8
72
12
12
8
12
8
0
8
16
12
8
112
12
12
0
8
8
12
120
0
8
12
8
8
12
16
8
72
12
0
0
8
8
112
8
16
12
8
0
72
12
104
8
120
8
16
16
8
0
12
8
8
16
8
8
12
72
8
0
8
8
8
8
8
0
8
8
8
0
132
4
12
16
12
8
8
4
0
8
8
8
8
8
0
8
72
0
8
0
16
8
8
0
8
20
8
16
12
12
0
12
0
0
0
8
8
8
72
8
8
8
12
8
8
108
12
120
112
8
8
12
112
8
8
12
112
8
0
8
8
8
8
8
8
8
112
0
0
8
0
48
8
108
8
8
112
0
12
8
8
8
8
8
8
16
8
8
0
8
16
8
12
8
12
12
8
8
8
0
8
12
8
72
12
24
8
8
8
108
72
12
16
16
0
8
8
12
12
8
0
8
4
12
8
8
72
72
8
8
8
72
8
8
8
16
12
16
12
12
8
12
12
4
16
0
16
12
12
20
16
8
112
8
0
8
0
8
8
4
8
112
8
12
8
12
72
12
12
12
8
12
8
8
8
12
8
16
0
8
0
0
112
112
112
8
16
112
0
0
8
12
8
12
8
8
12
8
8
8
16
8
8
0
12
12
12
16
8
12
0
8
12
8
72
72
12
12
108
72
8
8
12
0
8
8
8
8
0
8
8
12
12
12
8
0
12
72
0
8
108
12
8
16
8
12
8
0
8
112
8
8
8
72
0
12
12
8
112
12
16
12
132
8
8
8
8
0
8
12
8
0
12
12
0
8
72
8
8
8
8
72
104
8
16
8
0
8
0
12
72
16
8
108
8
0
8
72
8
12
116
20
0
48
8
16
12
120
8
8
12
8
72
0
8
12
8
8
12
8
112
12
12
16
0
12
116
8
108
16
112
112
8
0
112
12
12
72
16
0
112
8
72
12
0
8
12
0
8
16
0
132
0
8
72
12
72
72
8
4
12
12
8
8
4
8
112
8
112
104
12
0
8
16
16
0
8
12
8
12
0
8
8
12
0
104
8
8
8
12
8
12
8
12
72
12
0
8
12
72
8
12
112
8
8
8
124
8
72
0
72
8
44
112
8
12
72
72
120
16
8
8
8
8
8
8
8
8
8
8
8
0
108
0
8
8
8
16
8
16
8
8
12
12
0
8
12
8
16
8
0
16
16
4
8
120
16
0
0
8
0
16
8
8
12
12
0
12
12
8
72
8
12
12
72
8
12
112
12
0
8
72
12
72
8
12
8
108
8
0
16
72
12
120
0
8
120
0
8
8
8
12
8
12
8
108
8
8
8
8
8
4
8
8
8
0
0
8
8
12
8
8
8
8
12
8
12
12
16
72
16
8
24
12
8
8
8
12
112
8
8
8
72
16
112
16
8
0
12
16
8
8
112
8
8
112
0
112
0
8
8
20
72
8
12
8
0
12
16
0
4
16
8
40
112
12
8
0
16
8
8
44
0
8
12
16
0
8
12
0
0
8
12
8
8
72
72
8
12
8
0
12
72
0
12
12
4
0
8
8
8
12
12
16
8
8
0
8
0
8
0
8
8
8
0
12
20
0
0
8
12
112
8
0
8
12
8
0
12
12
40
12
16
8
12
8
12
0
8
8
8
72
12
12
8
16
72
12
12
8
12
8
8
12
0
0
72
8
8
8
12
12
8
72
12
8
16
8
8
12
0
0
84
12
12
8
20
112
12
24
0
24
8
8
8
12
0
8
132
16
8
12
12
0
0
0
12
12
16
8
8
8
4
0
8
12
20
112
8
8
72
8
8
8
12
8
8
8
12
8
8
16
12
8
0
72
8
8
8
8
8
12
8
8
0
0
8
8
12
8
112
0
8
72
0
16
72
500
8
16
8
12
8
12
12
8
8
8
8
8
24
12
8
16
0
0
4
4
8
8
0
12
8
8
12
8
0
112
112
8
8
12
8
16
12
12
8
12
8
0
8
12
76
72
8
8
8
8
20
8
12
8
12
112
0
8
12
8
8
8
44
8
12
0
12
8
12
16
0
12
8
8
16
8
8
12
12
12
8
8
72
120
8
120
12
72
8
8
8
112
8
8
108
0
8
16
8
8
8
12
12
8
8
8
8
8
0
8
72
8
112
12
8
8
12
12
8
112
16
128
12
20
12
8
8
8
4
0
0
12
16
8
12
12
8
0
8
8
16
8
8
8
20
124
12
16
0
12
0
8
0
16
8
8
0
4
0
20
20
8
12
8
8
0
8
8
12
8
8
0
16
12
16
8
8
12
0
8
0
8
12
8
0
44
8
4
8
72
72
8
8
12
0
8
12
8
72
0
16
8
12
0
8
12
8
16
0
8
12
12
8
8
0
12
120
44
8
16
12
8
12
12
8
112
8
12
0
8
108
328
8
8
8
72
48
12
72
12
12
8
12
0
12
112
16
8
0
12
8
76
72
8
12
84
12
8
8
0
8
0
108
0
8
8
8
12
8
108
12
12
0
12
8
12
8
12
8
8
20
8
8
8
0
0
8
12
0
8
16
12
8
16
8
12
12
8
8
8
8
8
0
8
12
8
16
0
8
28
72
12
0
12
8
0
72
108
8
8
0
0
12
12
112
8
12
0
8
12
8
12
0
8
0
8
8
8
12
0
8
8
12
12
0
0
12
8
16
8
8
0
12
120
8
16
8
12
72
4
12
8
0
8
112
8
24
0
0
12
0
8
8
0
12
8
12
12
72
0
0
8
0
12
8
0
112
8
112
12
72
0
0
8
8
8
8
16
12
20
112
12
12
12
8
128
8
8
8
0
8
0
8
16
16
4
72
48
4
112
0
8
112
0
8
0
12
0
0
8
12
0
108
12
16
0
8
12
8
8
12
0
108
0
8
8
8
12
12
0
72
48
8
8
8
8
12
8
8
8
8
8
0
4
20
0
8
8
8
12
0
12
0
8
12
120
8
108
8
8
0
0
12
20
0
8
12
8
24
12
12
8
8
72
8
8
8
0
8
8
8
8
12
8
8
8
8
108
0
0
8
72
0
8
8
12
12
16
44
8
0
8
12
12
0
0
8
8
0
112
8
0
12
0
12
4
8
8
8
16
8
12
8
72
72
8
72
12
0
12
0
8
8
0
12
8
0
16
16
16
16
12
12
8
8
12
12
8
12
8
8
12
8
72
12
8
12
12
12
12
8
112
108
8
112
8
8
8
0
8
12
8
8
0
8
120
8
8
0
8
112
12
0
108
0
112
72
8
16
72
8
20
0
12
8
8
8
112
8
0
8
8
8
0
8
112
8
8
72
8
12
0
0
0
0
8
8
12
0
0
12
8
8
0
8
8
8
0
4
8
8
72
16
0
20
8
8
0
8
8
12
8
8
4
16
16
108
112
72
0
12
0
12
8
12
8
0
8
8
16
16
0
72
8
8
12
0
12
8
0
12
8
16
12
112
8
12
12
8
12
16
112
0
0
8
12
120
8
8
0
8
8
8
0
12
8
12
12
16
0
12
12
16
12
112
4
0
0
8
4
4
12
8
8
8
16
12
72
12
8
8
8
8
8
12
8
12
8
12
12
8
108
12
8
4
12
12
72
8
108
16
0
0
72
8
8
8
12
12
0
8
8
16
72
0
8
8
12
8
76
8
12
8
44
12
12
0
16
8
12
8
12
12
12
0
12
8
12
8
8
8
132
8
112
8
12
72
8
8
12
108
16
12
12
0
8
8
72
8
0
0
112
0
12
12
72
8
8
120
16
8
8
12
8
8
12
16
8
12
8
12
8
16
16
12
8
8
8
8
8
0
12
72
8
0
12
8
8
12
8
8
12
0
72
8
8
8
4
12
8
8
0
8
12
0
8
12
16
8
8
8
8
0
12
8
0
8
8
0
112
0
8
12
112
0
12
8
12
12
48
4
72
0
0
16
12
112
12
8
72
16
8
8
12
12
8
8
12
8
12
16
16
12
108
8
0
72
8
8
0
12
8
8
12
8
112
0
72
72
8
24
8
108
0
8
108
324
0
8
8
12
8
0
12
8
8
8
108
12
0
72
16
12
12
8
12
16
112
0
20
20
8
8
120
8
72
8
16
16
8
8
0
8
8
0
12
8
132
12
0
12
8
16
12
0
0
8
12
24
8
24
8
8
12
20
12
0
8
12
0
8
0
8
0
12
0
12
0
120
8
12
12
8
12
8
8
8
8
8
8
0
16
112
0
12
0
72
8
112
8
12
8
76
24
8
12
8
0
0
8
8
8
72
8
72
12
8
12
8
16
8
12
8
8
72
108
8
8
0
8
12
8
8
12
8
4
72
24
108
104
8
0
8
0
8
8
0
0
12
40
8
12
12
8
324
0
8
8
8
8
8
12
112
8
12
0
112
16
0
72
12
12
20
72
72
12
112
8
0
12
8
8
12
16
8
8
8
8
12
108
8
76
8
8
8
8
0
44
12
8
0
48
8
16
0
12
12
16
8
12
8
8
12
0
12
8
12
72
112
12
8
0
12
12
0
12
8
8
8
0
8
0
12
12
0
12
8
8
0
0
8
8
12
16
112
0
8
8
4
8
8
8
8
12
8
12
12
8
120
4
0
12
8
8
12
500
72
8
72
8
12
12
12
8
8
12
44
72
16
0
16
12
8
16
8
12
16
8
20
0
12
8
8
20
72
12
8
8
12
112
12
12
72
0
20
12
0
8
8
0
8
8
104
0
8
8
0
0
0
8
8
8
16
0
12
0
108
12
8
4
108
0
8
72
8
72
8
8
8
8
112
0
0
8
0
8
12
8
0
8
8
0
12
0
12
8
8
8
72
12
112
0
16
0
112
12
8
8
12
8
8
8
132
0
112
8
112
8
16
8
8
0
8
8
12
12
12
0
0
0
16
0
72
8
112
0
12
8
12
16
0
12
12
0
12
0
0
72
12
12
8
8
0
8
8
12
8
8
8
0
108
112
8
12
72
8
8
12
120
8
0
8
12
0
8
12
8
0
112
8
16
8
8
8
72
112
12
8
0
40
112
24
12
8
16
8
8
0
16
12
16
20
72
8
12
12
16
12
8
72
0
8
8
8
8
72
12
0
12
8
8
44
48
12
0
132
120
8
12
8
0
0
8
8
0
112
0
112
12
8
72
0
12
12
72
8
12
16
8
8
8
8
8
12
12
8
0
0
0
8
0
12
16
0
72
0
108
4
0
8
8
132
0
8
8
4
0
112
0
0
8
8
16
8
8
8
8
12
8
16
16
12
12
8
8
120
12
0
8
8
112
0
0
8
8
20
156
12
8
12
0
8
8
0
20
8
0
8
0
12
12
0
12
112
72
8
16
8
12
8
8
4
108
16
8
0
72
112
12
16
8
8
120
0
8
0
8
4
16
12
108
20
0
0
8
0
112
8
0
12
8
0
8
8
12
0
8
8
12
0
0
4
0
8
8
12
8
12
0
8
8
8
112
8
0
8
24
12
8
104
4
8
20
8
8
12
8
0
72
8
0
4
0
8
0
0
8
8
8
8
8
8
12
8
8
12
8
4
16
8
0
8
12
12
0
8
0
8
16
8
8
8
0
8
72
12
0
12
12
8
8
12
0
12
0
8
8
8
8
0
16
8
12
8
12
8
8
8
16
12
4
0
16
8
0
0
112
0
8
8
16
8
8
12
8
0
8
8
12
0
8
0
12
0
12
8
8
0
16
12
8
8
112
12
108
20
8
8
8
12
0
8
16
4
8
8
12
12
0
8
8
8
8
12
16
16
0
112
0
12
0
8
12
12
112
8
8
0
112
8
8
8
12
112
16
12
8
12
8
112
12
8
12
0
0
8
8
8
12
8
12
8
8
8
0
0
8
108
108
128
76
12
12
0
0
0
8
8
8
8
8
0
12
8
8
8
8
12
0
8
12
12
0
8
8
0
24
8
8
112
8
12
12
8
12
4
0
12
0
0
16
8
8
12
8
72
0
8
8
16
12
0
16
8
16
12
72
8
8
8
8
12
12
112
16
8
8
12
44
8
0
8
12
12
8
8
8
8
8
0
12
16
16
8
8
0
12
0
12
8
124
8
0
8
72
0
112
8
72
12
0
12
72
8
12
8
20
8
12
12
112
12
8
16
12
12
4
12
8
8
8
8
8
8
12
0
8
16
16
8
108
16
8
8
108
0
8
4
8
12
8
8
12
8
8
0
0
12
0
0
108
16
0
12
8
0
8
8
0
8
12
8
8
8
0
0
12
0
8
12
12
8
8
8
8
8
8
0
0
0
8
8
8
16
8
8
8
8
8
4
0
104
108
0
8
0
8
120
16
120
8
0
0
12
72
8
72
4
8
72
0
0
8
16
8
108
8
12
72
12
8
8
8
8
8
8
108
8
12
8
8
0
8
8
8
8
44
8
12
12
0
0
8
112
8
16
16
12
8
44
8
8
72
0
8
8
12
8
8
8
12
12
12
0
0
0
8
72
112
8
12
8
8
0
8
8
8
8
12
8
0
12
8
8
8
8
0
4
0
112
8
8
0
0
0
8
12
8
8
0
8
8
0
44
8
8
8
44
16
16
16
8
0
72
0
8
8
8
72
8
8
8
12
112
0
72
0
8
0
44
8
0
0
8
12
12
8
8
8
12
108
8
8
12
8
12
156
8
0
8
12
108
112
8
0
12
8
8
8
8
12
0
8
108
12
8
72
0
12
8
8
8
8
8
8
8
0
16
8
112
0
8
8
8
12
8
12
8
8
72
16
8
72
8
8
0
12
8
120
108
0
112
8
8
112
500
8
72
112
8
12
8
12
12
0
8
8
0
72
8
16
108
12
8
112
16
24
8
8
8
12
12
72
0
8
8
12
16
8
8
0
24
8
12
8
8
8
8
8
8
12
8
12
12
12
112
8
12
72
12
16
8
112
0
16
12
8
12
16
8
0
12
12
0
112
12
8
12
8
12
12
8
8
8
12
20
8
8
16
8
0
0
8
8
8
8
72
8
0
0
8
12
8
8
16
72
8
4
8
16
16
8
0
8
112
12
8
16
8
0
72
8
0
16
0
12
8
8
8
12
12
8
8
72
8
8
8
8
8
12
8
8
8
12
0
16
8
8
12
12
8
12
12
112
8
16
0
8
8
120
12
12
12
12
12
108
40
8
12
8
8
0
72
24
16
8
8
0
0
8
20
12
0
8
12
8
12
112
8
12
8
12
8
8
0
16
8
8
108
8
0
8
8
8
72
8
8
8
12
12
500
8
8
0
8
8
8
12
16
8
0
8
12
0
8
12
72
0
20
12
12
120
12
12
16
12
12
8
112
72
12
108
8
0
8
20
0
72
0
0
8
0
0
12
8
8
8
8
12
72
12
12
0
112
8
0
0
8
8
8
0
8
8
8
112
8
8
12
8
12
0
8
112
8
24
8
0
8
12
8
8
72
8
8
0
0
16
0
8
8
4
72
20
8
8
500
8
8
8
8
12
12
12
8
16
4
0
0
8
8
12
48
0
12
12
12
8
12
0
0
8
8
8
0
12
16
16
72
108
8
8
8
72
0
16
0
12
0
8
8
160
12
0
8
8
8
0
8
12
12
8
8
0
72
0
120
108
8
8
8
8
8
120
8
12
12
12
72
0
8
8
8
0
12
16
72
8
108
16
72
12
16
12
8
8
8
0
8
112
8
0
0
8
12
16
12
72
20
8
8
8
0
8
16
12
112
8
8
12
8
0
0
8
8
8
108
16
16
112
0
112
108
12
0
0
76
12
8
8
0
12
4
72
8
12
8
72
12
8
8
12
8
8
0
8
8
16
72
12
72
8
324
8
0
8
72
8
40
8
0
12
8
128
72
8
16
0
72
8
8
12
72
8
16
8
72
8
16
12
0
8
8
8
8
8
8
12
12
8
8
8
8
8
8
0
0
12
12
112
8
8
8
16
8
324
12
132
8
0
0
0
12
12
8
8
120
16
16
0
12
12
72
12
16
12
0
16
112
4
0
0
8
328
16
104
0
16
4
72
8
12
12
8
8
8
12
8
0
0
0
0
72
12
12
8
12
8
8
20
12
8
4
120
112
12
8
12
48
8
12
108
72
8
16
8
8
72
12
8
8
112
8
8
108
12
8
8
8
8
12
12
8
8
12
12
16
0
8
8
108
0
8
72
8
8
12
8
8
16
0
8
8
8
8
8
16
112
8
12
12
8
112
20
12
12
0
12
8
8
8
120
0
12
8
0
16
8
8
8
112
8
8
0
8
0
8
112
112
104
8
12
0
0
12
112
72
8
0
0
108
12
12
16
8
16
72
12
4
12
40
12
8
8
8
8
12
12
16
0
8
112
8
12
8
8
8
16
0
12
8
0
8
8
24
8
8
8
16
8
8
4
12
0
108
0
8
12
112
8
72
8
8
8
12
8
12
8
12
8
8
0
0
8
0
12
8
8
8
12
72
8
120
8
0
20
12
8
120
8
0
16
8
0
12
0
8
72
0
12
8
8
0
0
8
12
8
8
12
0
8
8
0
8
12
112
12
8
8
0
0
8
0
12
0
12
12
8
8
12
12
12
72
16
12
8
8
8
8
8
8
4
8
112
8
0
8
112
8
8
108
8
12
8
8
8
108
8
8
8
8
12
8
16
12
0
12
8
72
4
12
0
12
12
8
0
8
8
8
8
8
4
12
12
8
8
8
12
12
8
16
12
16
8
0
8
0
12
8
12
8
0
16
8
12
0
8
0
8
8
8
0
12
8
0
0
8
8
72
8
16
8
12
12
12
72
72
8
8
8
8
0
0
12
12
12
0
8
8
8
12
8
8
8
12
72
12
8
8
12
8
0
0
8
24
8
8
16
0
16
12
12
0
8
8
20
124
8
8
4
8
16
112
0
8
8
8
0
8
0
156
8
12
8
128
72
8
0
8
8
8
8
12
8
0
8
0
8
8
12
12
16
8
8
0
4
12
16
0
8
12
8
8
120
8
0
112
8
8
8
0
0
12
8
12
0
12
8
0
8
20
12
8
8
8
16
72
128
52
8
8
12
12
16
8
8
8
8
8
8
4
0
8
12
8
8
0
8
8
8
4
24
0
24
8
8
108
72
12
12
12
12
12
8
0
12
0
12
0
0
0
104
120
8
0
12
12
0
12
0
16
16
8
8
112
0
8
12
12
16
72
8
8
8
8
16
12
8
12
8
8
8
16
8
8
4
20
8
0
8
8
8
8
12
8
8
0
4
112
8
16
8
12
44
0
12
8
8
0
8
8
12
8
40
16
8
8
8
8
8
8
8
0
12
72
8
8
8
0
8
12
8
4
8
8
8
0
44
8
0
72
8
8
16
12
8
12
8
112
16
12
0
8
112
12
0
72
8
12
8
0
12
8
8
8
0
8
12
0
72
8
0
8
12
12
0
120
4
24
12
8
8
8
16
8
0
8
16
8
8
0
8
8
8
8
8
8
12
8
72
8
0
8
8
8
8
8
44
24
0
0
8
72
120
104
8
8
16
8
8
24
72
0
12
20
8
8
0
0
12
12
8
12
72
12
0
8
0
8
8
72
12
16
12
8
8
8
12
8
12
0
8
8
8
16
8
16
20
0
12
8
8
8
20
16
8
0
12
12
12
16
8
16
4
8
8
8
8
8
16
0
8
12
8
0
16
8
8
8
12
12
8
8
8
72
12
8
0
112
72
0
8
12
8
0
8
8
0
0
108
44
8
72
8
8
132
12
8
8
0
8
12
12
8
0
0
8
8
120
12
8
12
12
8
8
12
24
104
8
112
72
0
12
8
4
8
0
12
8
12
8
108
0
108
8
8
12
8
104
8
8
16
0
8
16
12
8
12
8
8
0
12
8
8
8
0
12
72
0
8
8
120
112
8
12
8
72
0
12
12
16
8
8
20
12
0
8
0
8
8
12
0
12
8
8
8
8
8
16
0
16
0
0
0
72
0
8
8
132
0
48
0
8
8
8
8
12
16
120
8
120
8
12
8
12
8
0
8
112
8
8
8
0
8
8
0
4
8
8
12
112
8
16
0
8
12
12
12
16
8
12
16
8
12
48
12
8
12
4
0
16
0
4
8
8
16
0
12
8
0
8
12
8
12
76
8
8
8
0
12
0
8
8
0
108
8
16
8
72
8
8
8
20
12
8
8
8
8
108
0
8
8
72
4
8
4
12
112
12
12
0
112
8
16
20
0
12
0
72
12
8
328
8
8
12
12
8
72
8
12
8
0
0
0
72
8
16
0
72
8
12
0
0
8
8
112
8
8
8
16
0
12
0
8
20
0
12
4
16
8
12
8
8
