dorsal_partial_brain
116
28
44
100
20
0
92
116
116
16
44
80
44
92
24
0
20
4
16
48
44
116
48
44
28
48
40
44
92
116
84
16
16
88
20
176
120
116
92
88
24
116
12
48
48
16
44
20
44
40
44
20
16
24
24
92
84
20
16
44
112
44
20
28
44
20
40
16
44
4
88
44
96
16
20
44
92
28
116
36
28
16
16
92
88
44
0
28
44
44
24
16
44
92
20
44
116
28
4
16
48
44
44
116
20
44
92
48
24
44
112
124
16
88
24
84
92
88
44
96
28
28
40
88
20
84
20
48
28
88
16
92
20
12
112
16
4
120
112
28
44
44
40
88
44
20
88
16
116
16
16
44
16
16
24
20
92
44
96
44
44
16
28
88
44
88
28
16
44
16
44
4
128
28
16
20
92
44
88
44
16
4
44
104
4
20
0
28
44
36
16
116
44
20
20
16
92
116
44
44
4
20
28
24
92
92
48
28
44
44
20
4
92
16
20
4
84
20
4
44
92
48
44
96
44
96
28
116
16
0
0
116
96
16
112
116
40
48
16
16
0
44
44
48
16
0
92
0
36
24
92
16
44
36
20
24
88
4
44
16
28
16
0
92
112
92
4
40
44
28
20
20
48
44
40
84
48
80
88
20
92
116
16
44
28
20
40
0
28
16
16
20
88
24
44
44
16
44
92
28
24
48
28
24
28
48
0
92
92
0
16
28
40
24
0
20
28
16
48
40
96
20
104
96
120
0
92
20
32
28
80
0
44
116
48
16
92
20
28
84
92
28
20
36
20
28
104
116
112
48
20
4
84
20
84
36
0
112
20
48
100
112
88
32
128
44
20
20
44
88
96
32
80
4
96
48
36
0
40
40
40
4
24
92
44
92
20
28
88
88
24
20
44
44
36
88
136
0
16
4
40
20
4
24
48
20
88
24
16
8
88
44
16
36
28
28
28
44
44
24
100
28
4
96
44
44
48
40
172
96
44
48
0
16
92
96
40
40
16
0
36
44
96
44
176
4
40
16
92
28
88
28
120
20
88
92
0
44
88
44
28
88
48
20
0
16
44
8
28
0
40
44
20
28
116
44
36
44
44
20
0
16
20
4
152
92
92
44
84
24
20
104
44
92
4
48
44
92
20
20
44
92
44
116
16
16
32
4
112
40
44
116
16
44
36
16
40
16
4
28
92
40
16
44
20
44
44
0
0
28
92
4
96
92
92
16
0
44
16
84
100
116
44
84
48
20
20
28
88
44
44
48
84
44
16
20
84
96
40
112
88
28
20
44
48
48
92
104
28
96
120
20
16
28
16
4
44
16
24
16
88
0
88
20
24
152
28
44
16
44
28
96
20
48
48
20
20
44
28
16
24
20
24
44
0
44
16
100
20
92
104
92
24
36
112
28
28
20
40
0
16
0
96
20
16
44
96
92
20
116
4
40
12
44
88
116
20
96
124
16
92
24
92
152
36
16
92
12
96
96
92
44
20
40
92
4
28
48
148
44
276
16
4
28
28
108
92
44
44
92
36
44
44
4
40
20
4
44
20
88
112
24
24
84
20
132
16
84
28
48
20
44
20
44
44
44
92
20
36
44
48
20
16
116
16
16
0
44
44
36
20
44
4
44
96
112
0
0
28
16
20
96
40
112
44
44
28
44
96
44
36
88
92
24
40
88
16
4
44
44
16
48
112
4
16
20
28
92
16
104
12
20
40
144
20
0
24
4
28
88
96
40
176
44
40
44
92
44
28
20
0
44
112
88
96
44
40
20
100
48
48
44
20
48
88
16
20
88
48
16
20
88
44
20
0
16
24
80
44
40
40
96
16
48
92
100
16
92
20
0
4
44
96
16
92
44
92
88
24
16
20
124
16
20
44
96
28
44
16
36
28
48
28
28
44
28
44
44
48
92
24
16
24
44
116
124
8
152
112
20
24
28
24
44
16
96
120
96
48
36
16
92
100
84
24
44
20
116
20
44
28
16
44
40
88
28
92
88
28
28
92
88
16
96
28
84
0
48
92
8
4
20
16
16
96
24
0
0
0
20
92
44
44
44
28
16
16
84
20
28
96
88
16
48
48
16
44
44
28
104
28
20
28
88
20
24
44
20
4
12
88
48
16
20
24
16
44
4
0
44
44
44
0
44
112
92
48
4
0
16
28
16
96
4
44
20
20
44
44
20
20
100
92
88
4
16
20
96
44
16
44
16
44
0
44
44
28
116
44
16
88
28
88
16
116
28
20
24
20
92
44
0
0
20
96
20
92
4
16
20
28
112
4
84
0
20
28
48
20
44
44
44
116
0
0
16
88
20
20
88
28
44
88
24
20
20
36
36
44
0
16
84
0
28
116
44
96
92
44
84
16
20
48
48
24
88
20
20
84
92
92
28
116
44
28
16
28
20
48
88
44
44
0
96
44
100
28
0
32
44
28
112
28
100
16
16
36
16
16
16
44
44
28
88
92
44
96
0
44
44
88
96
24
44
0
16
20
4
84
48
0
88
0
84
44
112
48
4
16
0
0
120
20
16
48
20
92
4
44
4
48
20
0
88
4
124
40
0
96
4
0
4
84
0
96
48
0
20
108
28
20
4
28
108
96
124
20
84
24
40
8
24
20
44
20
92
20
20
4
44
0
44
88
24
48
88
152
0
92
36
4
44
48
44
96
44
92
20
4
28
40
0
96
44
100
44
20
0
28
92
112
92
48
24
0
88
16
24
40
28
44
96
24
0
24
16
88
32
96
116
92
4
92
88
28
96
20
4
44
20
112
44
44
20
0
20
156
20
44
0
20
44
84
48
40
48
28
84
48
28
28
20
44
20
44
24
92
16
0
20
20
0
20
84
120
96
20
28
28
16
116
44
92
96
92
28
124
44
48
40
24
96
96
4
44
100
84
44
84
44
44
16
0
20
28
44
92
16
92
36
44
48
44
20
44
112
48
20
44
20
16
28
16
40
0
16
112
40
44
44
120
88
20
28
0
0
116
24
16
20
0
24
88
36
44
116
88
20
44
20
20
44
16
4
48
20
116
20
20
116
0
88
88
44
44
112
20
4
24
40
48
116
44
88
92
20
88
20
44
116
28
44
176
28
156
48
112
116
48
40
92
20
92
44
16
0
4
44
0
44
28
44
48
88
20
0
120
128
0
24
48
20
48
28
0
28
96
92
0
0
16
100
4
44
20
168
20
44
28
88
44
92
24
40
112
16
48
20
44
88
0
16
20
116
12
44
20
4
88
84
92
44
48
88
88
44
44
128
0
20
96
20
20
44
28
20
40
92
24
92
48
112
20
40
44
96
0
44
40
20
88
4
20
28
44
16
24
28
0
44
16
44
116
40
44
0
36
0
44
88
20
44
96
96
20
48
88
40
92
20
112
0
0
20
44
0
20
108
44
20
28
96
36
20
48
88
92
28
88
44
28
44
88
92
20
48
48
4
48
4
16
92
88
44
28
220
28
44
16
44
48
84
44
16
112
20
44
48
44
0
28
16
0
96
88
116
84
36
96
16
88
20
48
44
92
92
20
0
92
44
20
44
24
28
92
28
96
20
20
96
44
0
0
44
100
88
16
28
44
0
0
108
16
20
16
44
92
116
28
48
28
40
96
44
88
28
88
0
16
40
88
4
112
48
44
0
48
88
92
28
16
44
32
84
28
0
96
20
44
20
44
44
0
112
28
44
28
96
0
4
88
84
44
92
0
20
88
0
48
48
28
44
28
20
0
92
20
44
4
44
28
44
40
84
28
44
28
96
16
20
28
88
44
0
20
28
92
152
44
0
116
28
44
20
112
40
44
4
44
88
68
116
96
24
4
48
88
16
24
28
44
44
44
116
20
32
44
20
4
24
44
96
44
92
48
16
20
44
40
0
88
48
112
44
40
16
328
0
4
24
16
28
16
24
44
32
20
40
0
32
48
28
24
20
116
136
40
28
16
84
44
24
20
44
0
96
20
36
16
40
28
88
16
0
44
92
116
28
0
20
116
20
88
28
44
0
24
28
12
84
20
96
16
44
112
84
136
16
120
48
92
44
0
44
44
36
24
28
0
28
92
28
40
44
92
4
44
20
48
24
20
20
0
44
44
92
20
88
36
48
20
96
16
16
84
92
48
28
96
84
16
0
88
44
88
92
40
16
20
44
96
16
16
28
44
44
24
28
0
16
20
20
88
44
20
92
88
92
16
24
28
96
36
48
28
116
44
40
24
116
44
44
92
0
0
88
4
0
92
44
92
16
20
28
0
0
0
44
44
92
44
20
88
24
16
44
24
92
24
132
44
100
36
44
44
44
4
4
76
40
28
24
24
44
28
36
44
92
28
20
44
44
44
20
16
92
44
16
20
116
20
24
176
44
24
116
28
20
88
20
48
40
4
16
16
16
0
4
44
44
44
48
20
44
88
20
100
96
20
48
44
44
48
44
48
44
44
92
4
156
44
12
4
44
96
