ventral_frontal
12
112
0
8
16
8
164
4
112
152
8
8
12
112
152
12
52
16
228
0
108
240
12
8
16
116
16
16
12
12
112
16
76
8
88
8
72
12
12
12
16
12
0
12
12
8
0
8
16
16
44
112
108
112
72
8
16
112
12
12
12
16
120
8
16
244
8
16
8
0
16
8
8
16
112
8
16
16
16
16
16
156
16
12
8
8
8
8
500
8
16
16
8
112
16
0
16
16
0
12
0
8
16
8
108
16
16
16
16
44
16
8
120
116
16
8
8
72
16
8
112
12
16
8
8
8
44
16
112
8
8
8
16
8
16
0
36
112
16
16
8
8
16
112
16
116
8
8
16
16
12
8
8
8
16
116
44
12
12
12
16
16
16
116
108
16
16
8
112
16
16
8
16
108
120
108
8
16
12
116
108
8
16
112
112
52
8
0
8
8
12
16
8
112
112
16
8
8
112
12
244
72
8
112
8
12
16
108
16
8
84
36
116
8
16
8
108
16
8
8
16
8
8
8
12
12
8
8
112
8
16
16
120
8
0
16
16
16
116
0
8
40
12
16
16
16
8
8
8
16
48
0
116
44
240
20
8
8
16
12
16
16
8
16
12
16
8
16
8
88
16
16
8
8
16
12
16
8
8
16
8
12
108
8
8
12
16
8
112
16
16
120
112
72
8
8
8
48
16
16
112
16
8
16
16
116
8
8
8
8
0
8
16
108
8
16
16
8
112
16
112
112
112
12
16
8
44
112
16
112
16
8
12
12
16
16
8
72
88
12
16
12
0
12
108
112
112
8
8
16
16
8
12
16
8
16
8
8
16
16
12
8
16
8
12
16
16
16
16
8
8
8
8
112
0
16
16
8
8
16
16
8
112
8
16
120
16
16
8
8
20
108
8
16
16
8
8
16
16
8
16
12
244
108
0
8
16
16
12
8
12
12
160
8
240
116
16
8
112
16
16
8
8
44
8
12
16
16
8
112
16
108
108
8
108
112
16
16
16
16
16
8
8
16
16
8
16
12
8
156
16
48
8
16
8
12
108
16
8
16
116
112
48
112
8
8
12
40
16
8
16
12
16
16
8
16
8
8
16
0
16
16
4
112
16
12
8
8
8
112
72
8
8
12
8
16
16
12
112
16
8
12
72
16
0
0
16
8
112
16
16
16
16
0
8
0
8
160
8
16
8
16
8
8
16
16
16
0
8
16
8
4
16
16
8
396
48
8
8
8
12
112
16
8
16
16
244
116
44
8
16
8
8
120
156
116
8
8
8
12
44
16
116
16
16
112
116
112
16
8
8
16
160
8
8
16
12
8
108
8
12
8
112
16
16
116
20
16
112
8
108
120
16
20
16
112
112
16
0
116
88
112
116
40
16
12
76
12
12
8
8
12
112
16
12
16
116
152
8
8
8
8
8
112
72
8
12
12
16
8
16
16
8
8
112
16
244
116
12
8
108
112
8
8
44
8
16
8
112
108
16
8
16
16
8
8
0
12
8
8
8
8
40
96
16
16
112
16
8
116
8
16
16
8
16
116
16
8
112
8
8
20
112
240
12
8
8
8
160
8
116
16
72
12
8
112
16
8
16
16
16
112
8
8
40
16
8
8
16
8
16
12
8
112
16
112
8
12
0
16
20
112
16
128
16
8
8
8
12
116
16
16
8
16
16
108
8
8
16
8
16
12
8
4
8
72
16
16
108
12
16
120
16
116
500
8
16
8
108
16
112
16
8
12
16
16
8
112
16
72
12
112
12
16
112
16
112
8
116
12
8
8
116
108
112
12
108
112
48
16
72
112
112
16
112
36
16
8
112
16
8
8
112
12
12
12
156
8
112
8
16
12
12
8
16
16
48
12
120
12
108
12
8
112
116
12
12
12
16
16
16
16
16
0
8
12
16
112
108
16
16
16
84
8
116
8
0
8
8
76
44
16
24
112
0
8
8
8
228
16
0
108
16
16
116
0
0
12
112
48
0
16
8
16
16
16
116
12
16
16
12
12
8
12
112
8
8
48
8
344
8
108
16
12
12
16
8
8
16
44
8
12
16
16
0
8
72
8
120
8
20
8
8
0
16
240
40
16
116
16
12
108
8
8
120
16
12
116
8
8
16
16
12
120
16
16
16
8
0
8
8
16
112
8
84
12
12
12
8
116
16
16
124
196
52
108
72
16
8
0
116
16
112
12
8
16
244
116
8
8
16
8
8
0
16
120
8
112
16
8
8
116
8
108
8
116
160
16
116
16
44
8
8
108
112
108
16
72
40
72
16
116
8
16
8
72
16
12
116
120
8
12
16
8
8
12
12
100
108
108
0
12
16
16
72
112
16
16
0
100
72
8
16
16
8
0
112
12
16
8
16
72
12
112
112
16
108
112
72
16
8
28
120
12
40
8
8
16
0
16
8
16
8
12
16
8
0
8
12
8
8
112
8
112
8
72
16
40
8
112
12
8
112
12
8
16
108
108
16
108
16
120
116
12
0
16
100
0
8
16
4
8
0
12
32
8
16
8
16
108
116
8
12
112
12
40
12
8
8
16
16
76
16
12
8
8
8
108
8
40
8
8
112
16
16
0
8
20
12
28
120
8
16
8
16
12
16
12
88
16
8
112
72
16
108
12
12
20
16
8
0
8
8
16
16
12
8
8
8
12
8
16
112
12
72
8
12
112
8
16
16
8
112
16
16
108
16
8
16
16
16
8
8
120
8
8
16
8
8
96
12
12
104
8
76
8
104
16
8
16
16
8
112
44
108
8
112
8
8
72
16
48
16
244
8
108
8
112
8
8
16
112
16
8
112
0
16
8
12
0
112
112
16
108
16
112
8
16
12
16
116
8
0
8
8
12
72
88
16
112
116
12
8
8
16
16
120
8
20
16
108
8
8
8
16
12
112
8
12
8
16
8
104
12
8
16
8
16
16
8
0
72
8
16
108
72
112
244
8
44
8
16
16
12
12
8
8
16
16
8
8
8
88
16
16
8
16
116
8
160
8
100
112
16
8
8
112
8
8
116
72
0
16
12
16
16
12
8
72
16
16
12
44
12
44
16
108
8
16
8
8
116
16
8
16
16
12
16
116
16
88
8
16
112
116
16
8
108
8
112
8
152
240
16
44
8
8
8
12
112
16
12
8
16
0
128
12
16
112
104
8
8
16
16
8
16
116
120
8
108
8
72
16
16
108
8
8
12
108
16
16
8
16
12
12
8
16
16
12
12
8
8
112
108
0
12
240
8
108
16
8
16
8
116
108
8
8
8
16
16
112
16
152
16
120
16
8
8
72
8
16
160
120
16
12
8
8
16
8
72
12
16
8
16
8
12
16
108
8
8
12
112
8
44
44
8
16
0
72
12
244
16
8
12
20
8
8
8
72
244
8
16
12
152
116
8
16
8
8
16
16
16
16
240
12
16
8
112
156
116
16
8
8
16
8
8
116
8
8
8
156
12
16
8
0
8
16
12
8
8
8
8
16
16
72
72
12
16
8
0
16
8
8
16
8
8
8
16
112
112
16
16
8
112
112
16
16
44
112
12
108
156
112
16
12
8
120
0
76
160
16
8
12
16
8
8
8
52
8
8
8
8
156
8
244
16
116
16
16
16
0
16
8
8
16
4
16
8
16
16
12
8
120
16
16
8
0
16
12
8
112
8
8
12
88
20
8
72
16
0
12
12
8
12
0
12
112
16
108
156
16
108
8
8
8
12
8
8
16
12
112
16
52
116
8
12
44
12
8
8
16
16
16
8
0
16
16
12
16
16
156
8
16
8
8
16
8
12
112
12
8
8
16
16
8
8
112
108
108
12
72
112
12
112
72
8
8
8
72
156
8
8
8
116
48
8
12
108
20
16
8
16
0
8
16
8
84
8
16
8
16
116
8
16
112
16
8
8
4
112
0
0
16
16
120
16
40
16
8
112
8
12
108
12
8
16
8
16
8
16
8
112
72
112
4
108
108
16
8
16
16
12
116
244
8
112
16
44
8
108
12
112
8
0
16
120
112
8
12
8
48
72
112
16
112
8
8
16
8
16
8
8
8
16
112
16
36
8
16
16
8
72
172
108
120
20
16
112
48
160
12
16
8
8
8
8
112
8
16
16
112
104
12
8
8
8
16
16
16
8
108
8
112
8
8
8
16
120
0
12
48
16
8
12
8
0
12
108
8
12
8
76
16
16
244
8
16
12
8
72
16
16
16
244
0
8
16
16
20
16
16
12
108
16
8
12
8
8
12
12
16
240
16
16
8
8
8
16
12
8
12
20
44
108
12
8
76
12
36
8
16
12
164
72
8
16
112
16
52
16
88
108
116
8
20
8
16
108
0
12
112
12
16
108
8
8
16
40
160
16
76
112
8
12
16
116
16
8
48
16
16
16
8
348
0
8
8
0
8
120
16
0
80
8
16
16
8
112
16
160
16
8
44
8
0
16
16
12
8
16
72
8
8
16
16
108
8
44
8
112
8
8
8
16
8
112
40
112
16
8
12
16
8
8
8
8
8
112
8
0
16
16
12
112
112
16
16
8
8
8
8
116
112
112
16
20
8
8
16
8
12
8
16
12
8
8
0
16
8
116
16
112
8
16
16
116
8
8
8
112
28
44
16
16
112
16
8
12
0
112
160
0
16
16
12
8
12
16
108
12
16
0
112
12
8
8
8
8
8
112
112
84
44
8
0
8
40
8
8
8
16
240
12
8
16
16
108
48
8
8
16
8
12
8
8
8
16
8
8
12
16
244
8
8
108
112
120
116
12
116
16
344
196
12
88
8
112
16
12
108
16
112
112
116
12
16
12
48
12
8
8
8
12
16
16
112
88
112
16
8
108
8
16
12
120
48
8
8
8
112
160
8
44
120
72
16
16
20
16
16
8
16
120
8
8
72
120
12
16
108
16
20
16
124
16
112
16
12
12
8
20
16
8
16
12
16
8
112
8
8
16
16
16
112
8
108
12
16
120
112
12
16
8
16
8
112
40
8
12
8
120
16
16
72
112
12
8
108
12
16
8
12
88
8
112
16
16
8
12
16
8
16
20
8
8
112
8
8
112
112
16
16
16
8
16
12
16
8
0
8
8
72
112
12
108
52
8
8
112
108
8
12
16
112
16
72
12
8
72
108
8
8
8
44
12
16
112
16
8
12
116
12
16
8
8
8
112
44
16
12
112
8
12
8
12
8
8
116
8
8
116
16
8
16
112
16
160
8
16
108
16
8
112
12
112
16
16
8
16
52
16
112
12
12
212
116
8
112
16
112
12
112
44
8
8
16
16
16
112
8
8
16
16
8
48
8
120
16
16
8
112
16
8
16
12
8
16
16
8
16
16
8
16
16
12
8
72
16
12
16
12
8
16
8
112
16
12
16
120
8
16
8
116
12
12
12
16
16
116
16
48
112
16
8
8
16
16
8
12
0
160
8
8
116
8
12
8
8
88
8
112
8
112
116
16
0
0
8
8
12
112
16
8
16
8
12
12
4
16
8
16
8
0
160
8
8
8
112
8
16
12
120
108
44
16
8
12
16
16
12
16
8
8
16
8
28
72
12
8
8
12
16
108
12
16
128
108
0
12
8
16
120
12
8
112
36
8
8
16
12
84
12
16
92
8
8
16
8
16
16
16
16
112
120
100
8
40
0
16
16
16
16
16
8
16
84
12
8
16
112
8
8
12
8
12
8
8
8
8
8
8
12
44
8
16
16
16
8
12
8
0
84
16
12
8
8
16
16
76
12
8
4
16
8
152
8
16
116
16
16
16
112
8
112
72
16
88
8
36
8
16
8
8
16
112
12
8
16
112
16
112
16
8
16
112
8
8
44
112
8
112
8
16
8
16
8
8
12
112
8
240
16
8
108
8
112
8
16
48
0
16
8
16
8
8
244
12
16
16
16
16
12
16
8
120
160
244
16
8
112
8
16
8
112
12
120
112
16
112
12
8
52
16
112
120
108
16
8
8
112
100
8
16
112
8
16
12
8
0
16
8
48
12
112
112
8
112
16
156
16
16
12
8
8
12
0
88
16
108
152
16
16
16
244
16
8
16
12
8
8
16
8
120
20
8
12
12
16
16
112
112
12
16
16
16
16
112
72
8
16
156
8
0
8
36
16
16
8
8
16
16
16
112
16
8
0
8
12
8
16
8
112
16
8
8
8
16
16
48
16
8
16
16
40
16
72
108
116
44
112
16
116
8
12
44
8
8
16
12
12
16
8
8
20
112
72
8
0
92
16
112
8
108
120
8
40
12
16
8
12
8
16
8
12
16
108
16
112
116
8
16
112
16
116
16
12
16
8
8
0
8
112
44
8
12
12
16
8
52
8
12
16
12
116
108
16
108
16
12
8
0
48
112
16
12
108
8
16
8
116
8
84
16
108
8
44
8
0
112
16
8
16
44
8
108
0
12
16
16
12
72
8
48
112
16
164
0
112
112
8
16
152
116
16
8
8
112
116
112
108
108
40
116
8
108
12
4
8
112
8
108
16
16
16
8
16
16
16
16
112
12
12
16
16
12
12
8
16
108
16
116
16
108
0
8
108
112
16
12
8
152
16
16
8
8
12
0
108
8
8
8
12
16
152
8
16
112
12
