dorsal_frontal
72
72
8
8
72
0
72
0
72
72
8
72
72
8
72
108
72
0
72
8
8
0
8
8
0
72
72
72
72
12
72
0
72
8
72
8
72
72
64
8
72
8
8
8
68
8
12
12
8
72
72
72
68
72
72
72
0
16
72
72
72
72
72
8
8
72
72
68
12
0
16
12
108
0
0
8
88
0
8
72
72
68
72
108
68
68
8
8
72
72
72
16
72
72
72
8
72
68
0
72
8
12
16
72
72
0
72
8
4
72
8
12
72
0
8
0
72
12
8
8
72
8
72
8
0
72
72
8
72
72
12
72
16
72
72
12
0
72
16
72
8
8
72
72
8
104
0
8
72
16
12
0
0
8
0
0
8
72
72
72
112
8
72
0
8
0
0
72
0
0
0
8
8
72
72
72
8
0
108
8
72
8
72
72
0
68
68
40
68
72
0
72
72
12
72
8
8
0
72
72
0
72
8
72
72
64
72
68
72
72
0
0
72
0
72
8
108
0
8
8
0
8
72
12
72
72
64
8
72
8
72
72
72
0
72
72
72
0
68
28
8
8
72
72
72
72
8
72
84
72
72
68
68
108
0
0
0
8
12
104
8
72
112
72
8
8
8
0
12
72
72
12
12
112
0
72
112
8
12
72
72
72
72
0
8
68
72
8
72
68
72
72
72
72
112
108
8
72
8
0
0
8
68
72
0
72
108
12
72
8
68
68
72
72
8
8
0
0
72
0
72
72
72
72
12
8
112
72
72
72
0
108
72
72
16
72
8
72
72
0
72
72
0
72
72
8
72
12
72
16
72
8
72
0
8
72
12
0
0
0
72
72
88
68
0
72
0
72
72
8
12
12
112
8
8
16
8
108
72
0
68
8
72
112
8
72
8
72
0
72
0
72
8
72
72
108
8
0
72
8
72
0
0
0
0
64
8
72
8
8
112
8
76
72
0
0
8
64
8
72
72
8
8
12
8
8
72
72
8
72
72
108
108
0
72
72
72
72
68
0
72
8
12
8
112
0
112
72
72
0
72
0
8
72
8
8
72
72
44
16
72
68
112
68
72
72
0
8
72
8
0
72
0
72
8
72
72
8
0
0
0
8
12
0
12
68
8
12
0
72
72
8
68
16
8
8
72
72
72
0
72
72
72
72
72
0
72
8
72
0
116
72
68
8
72
8
8
72
8
72
12
72
8
12
12
72
72
8
8
72
68
8
8
72
108
72
76
8
8
8
72
72
112
0
72
72
72
72
72
72
72
12
8
72
72
8
72
12
0
72
112
0
0
8
0
68
72
72
72
8
12
4
72
0
60
0
8
8
72
8
108
8
72
112
72
12
8
0
64
8
72
72
0
8
112
68
68
72
28
72
72
0
12
8
72
72
72
72
72
72
12
12
72
0
72
72
72
72
72
8
0
72
8
72
68
68
72
72
8
8
0
72
12
0
112
0
112
72
72
72
72
72
72
12
72
8
72
8
72
72
72
8
4
0
72
8
28
8
8
8
8
0
0
72
8
72
72
0
68
108
72
76
0
8
0
16
8
12
8
12
8
0
72
72
0
8
0
8
112
8
0
72
72
72
8
72
12
72
68
12
12
0
8
12
0
72
0
72
108
8
0
8
0
72
72
68
0
72
68
72
0
108
116
72
0
8
8
8
72
72
8
104
68
0
72
16
16
0
8
0
72
16
12
0
8
72
72
72
72
8
12
72
108
72
72
108
72
8
76
72
72
0
8
72
72
0
12
72
8
72
8
72
72
72
72
72
72
0
72
12
8
8
8
72
72
72
8
8
72
72
72
72
72
0
8
72
8
8
68
72
72
72
72
12
72
8
72
8
72
72
8
64
8
12
72
72
68
68
0
72
0
76
68
72
72
8
72
72
72
4
72
16
4
0
0
8
72
72
72
72
72
0
0
8
72
8
8
8
8
0
72
0
72
72
68
12
12
16
76
72
0
72
72
72
72
0
0
72
0
8
12
72
72
0
72
72
72
108
72
72
72
0
12
72
72
72
8
8
72
0
8
68
72
72
72
0
72
72
108
0
8
72
0
0
0
8
72
8
72
0
16
0
72
8
8
72
72
72
72
8
64
72
0
8
0
72
72
72
8
72
8
12
72
72
72
0
72
8
0
8
72
112
72
72
8
64
72
68
12
72
0
0
8
8
72
72
12
12
24
0
0
72
72
72
0
68
12
112
8
8
72
8
12
0
68
72
8
72
72
68
8
0
12
72
0
72
72
0
72
0
112
8
8
72
72
72
16
8
0
72
72
72
8
68
72
8
0
16
72
112
112
0
72
12
72
72
108
0
72
72
8
68
112
0
72
72
12
72
8
8
72
8
12
0
12
0
72
72
72
0
72
72
8
8
0
72
72
68
72
8
108
40
72
8
0
8
72
0
12
16
8
0
8
68
16
12
8
108
8
8
72
76
8
72
0
68
72
0
8
72
72
88
72
68
72
0
72
72
72
72
72
72
0
72
0
72
72
72
72
112
8
8
8
72
72
12
72
8
68
72
72
8
12
72
72
8
68
8
72
0
16
72
72
24
8
8
0
72
72
112
0
0
72
72
12
0
8
8
72
72
72
8
28
8
12
8
72
0
72
72
8
68
72
8
72
8
68
0
0
8
8
8
0
0
108
72
12
8
8
72
0
72
0
72
72
72
72
72
8
72
72
8
72
72
8
72
0
108
72
76
72
72
12
72
8
8
68
72
0
72
68
0
72
8
72
12
72
0
12
116
72
0
72
8
0
8
72
8
8
12
72
72
76
16
40
72
12
72
72
8
8
72
0
8
0
8
0
72
8
72
72
72
8
72
8
8
8
72
108
0
72
8
0
0
12
72
68
72
72
72
0
8
8
8
12
72
72
112
0
8
68
8
72
8
8
12
72
8
72
68
72
12
108
72
8
16
112
72
8
72
8
68
8
72
72
16
16
72
72
8
8
16
72
68
108
12
12
72
72
8
8
8
72
72
72
12
8
72
72
0
0
72
108
0
104
0
72
72
72
72
72
8
72
0
8
72
72
16
72
8
72
72
72
72
72
112
72
8
72
72
8
72
0
8
72
0
72
0
0
72
72
8
12
72
112
8
8
8
8
72
72
0
72
68
8
8
8
72
