ventral_occipital
16
116
104
112
8
16
0
12
108
8
8
16
8
0
116
16
16
8
44
72
16
20
12
104
108
116
72
16
8
0
128
120
44
8
16
44
0
8
8
16
8
12
16
8
0
12
16
0
36
108
0
108
8
44
72
128
16
16
128
8
108
8
8
16
108
108
116
112
44
128
8
8
0
16
104
16
8
120
8
128
0
8
112
8
0
8
8
12
112
8
8
128
8
44
12
8
112
16
8
20
12
12
8
128
12
108
8
16
0
8
128
12
8
0
8
116
128
72
108
8
16
8
16
128
16
8
20
48
8
8
112
16
108
12
8
8
8
8
0
112
16
8
12
16
16
8
8
72
8
16
12
16
52
8
128
128
8
84
16
8
104
84
8
108
16
8
12
108
16
8
8
128
8
8
0
12
8
128
12
0
104
8
76
8
104
240
8
16
12
8
116
128
0
8
128
236
12
16
20
8
16
16
8
48
128
16
16
8
8
72
128
8
112
0
16
8
8
16
108
112
16
8
16
112
8
20
84
16
116
8
16
8
8
128
112
116
48
128
16
120
8
8
16
52
128
8
0
8
72
0
8
8
8
8
12
8
104
8
108
16
12
8
8
8
112
16
16
8
0
108
8
44
72
16
16
16
8
108
8
16
48
16
12
8
8
16
128
8
236
8
20
112
12
8
8
116
16
128
8
100
108
8
8
8
8
8
108
120
72
0
16
8
8
76
124
8
52
16
72
12
128
112
48
112
108
8
120
128
8
120
44
8
124
112
48
112
128
16
116
8
16
112
128
16
16
52
8
112
128
156
128
44
8
8
8
16
12
112
72
44
8
8
0
112
8
236
112
12
8
8
120
16
8
16
116
128
8
108
8
112
8
8
108
12
8
72
12
44
48
8
16
8
12
16
8
0
12
112
8
0
128
104
0
12
108
8
44
12
8
128
8
52
112
16
8
16
16
108
12
16
112
16
128
116
8
8
20
8
16
128
112
72
0
8
12
128
0
108
8
8
8
16
8
8
16
112
8
128
8
108
12
48
44
8
16
0
44
8
128
8
12
8
16
16
16
128
72
240
8
12
12
128
116
8
16
8
8
16
16
8
16
160
8
12
128
112
156
112
108
12
16
16
8
8
112
8
0
8
8
12
16
8
8
8
16
128
8
0
0
8
16
16
8
72
44
8
12
0
16
8
8
8
8
8
8
16
108
0
120
16
8
112
116
128
8
8
116
120
108
48
128
16
16
168
128
0
76
128
16
8
8
44
8
48
8
104
8
8
8
8
120
8
8
0
128
16
0
8
0
8
8
12
120
0
8
8
16
8
8
8
108
16
16
8
0
128
120
112
108
44
128
16
48
20
8
72
116
0
12
16
0
12
0
8
104
16
108
8
8
108
8
8
8
16
8
8
16
16
112
0
104
120
8
120
20
128
8
8
16
128
72
16
0
0
16
128
8
16
8
16
128
0
16
16
8
128
112
8
8
8
16
16
8
8
108
8
108
8
72
116
8
108
8
16
8
8
84
156
16
8
8
128
48
72
16
108
8
16
8
16
44
8
8
16
16
128
8
8
16
112
8
112
112
120
8
8
0
108
0
0
120
20
112
160
128
16
8
128
8
108
108
8
8
16
72
16
8
16
8
112
52
112
8
108
104
16
8
16
16
8
128
20
0
128
16
128
8
108
8
112
8
0
12
44
84
8
0
8
8
44
8
128
112
8
8
44
8
116
8
8
8
16
44
128
36
12
8
16
8
44
20
108
16
0
16
112
108
128
8
16
8
8
8
8
116
8
16
20
112
104
8
16
8
8
16
0
128
8
20
8
108
8
16
16
116
116
112
72
128
8
8
16
8
0
16
8
16
8
8
20
48
16
16
8
16
120
8
12
16
48
16
120
0
108
8
16
44
128
44
16
108
16
8
12
8
8
12
12
0
8
16
20
8
8
8
8
12
8
48
20
48
116
16
16
76
12
128
128
20
8
128
8
16
16
12
8
72
16
116
84
120
8
20
8
48
72
0
8
8
16
8
108
8
16
0
0
156
16
76
16
112
8
20
116
20
8
8
16
16
16
8
128
0
8
8
0
128
44
12
0
76
8
12
16
8
112
16
16
108
8
48
8
0
44
16
8
8
16
20
8
8
116
8
16
8
108
8
112
8
8
8
16
8
108
128
116
16
8
16
108
8
8
8
44
8
112
8
0
16
108
8
116
72
16
116
8
8
44
8
128
112
8
76
16
8
8
112
8
8
8
44
8
8
8
0
8
8
108
108
128
8
108
12
120
12
8
0
108
104
128
16
16
88
8
8
128
0
112
16
0
16
16
128
8
48
16
108
16
120
0
112
8
12
12
16
8
12
108
12
12
16
8
0
0
16
112
0
8
0
108
8
8
16
44
104
48
0
8
8
8
8
8
8
8
8
8
8
8
16
240
8
8
108
52
128
128
16
16
16
16
8
8
116
0
12
16
8
108
8
108
108
116
8
8
8
48
12
16
16
0
16
16
16
116
120
108
16
8
108
8
16
8
108
128
8
8
8
8
160
116
44
120
104
16
8
20
128
16
16
16
128
8
8
8
20
8
0
8
16
20
48
16
16
72
16
8
48
0
16
8
8
16
12
44
128
12
16
16
128
16
16
112
8
88
8
16
8
48
128
8
8
72
0
8
8
8
16
8
112
8
16
12
108
8
8
108
8
112
8
12
20
8
132
16
16
16
16
16
8
16
16
8
8
72
8
44
112
128
8
112
8
16
16
8
8
8
0
8
12
52
112
8
108
48
8
8
112
108
0
16
48
128
16
48
8
0
8
108
8
8
8
48
16
8
116
128
8
8
116
48
8
8
8
8
112
112
128
8
112
0
16
8
8
8
8
128
16
8
112
8
8
16
112
16
128
8
72
104
128
128
104
112
108
16
20
8
16
52
16
112
48
8
16
128
8
112
8
112
108
108
20
8
8
16
120
16
16
8
8
128
128
8
12
8
128
120
16
16
72
128
8
16
12
128
8
20
8
16
16
8
16
16
236
8
112
16
112
16
12
8
16
8
112
12
12
0
112
8
16
8
72
12
16
8
16
16
116
128
108
112
16
8
16
120
16
8
8
8
16
16
8
108
8
128
8
16
116
12
16
8
116
128
108
0
0
8
8
0
108
0
8
128
128
128
128
8
128
0
128
8
0
20
8
8
8
16
8
8
120
16
108
128
12
8
8
116
16
8
8
44
8
128
128
20
8
120
8
0
8
16
112
8
16
128
108
0
8
12
128
128
16
8
116
156
16
128
20
8
116
8
0
44
16
8
12
16
48
16
16
40
112
112
104
16
44
112
16
16
16
0
112
8
16
128
8
0
16
104
8
8
12
8
12
8
44
0
8
8
16
0
128
8
8
16
16
8
8
8
0
12
16
8
8
128
20
8
76
12
8
0
16
8
16
8
8
112
8
16
72
112
8
116
84
16
120
12
36
8
128
8
8
16
112
12
8
16
16
20
128
8
8
48
128
8
8
128
112
8
236
8
8
8
8
8
8
8
108
8
116
16
0
16
16
112
8
112
108
0
12
8
16
8
12
8
8
72
16
16
8
8
168
16
112
112
240
16
8
108
8
16
8
112
0
116
112
16
8
8
36
104
16
116
128
8
0
16
16
132
20
8
16
16
8
16
8
8
0
20
16
8
128
128
16
8
16
16
72
128
16
128
8
16
8
8
128
16
108
8
16
16
16
128
16
8
0
12
0
16
16
8
8
48
48
120
108
52
48
116
128
128
8
0
16
8
112
72
44
16
8
8
0
0
104
16
16
8
8
108
8
128
116
16
8
0
44
12
8
8
128
8
112
108
16
8
160
16
108
16
8
72
16
20
16
48
72
128
44
116
108
116
16
128
128
16
8
8
128
12
128
16
8
16
128
108
8
16
128
120
108
16
44
116
8
44
128
108
8
8
8
112
12
72
8
108
128
128
12
8
16
112
44
128
120
8
16
8
8
0
16
128
44
8
128
16
120
8
52
8
8
16
12
16
108
16
16
16
108
8
0
48
16
20
128
108
8
0
8
128
16
72
16
16
0
48
8
0
112
16
8
8
44
8
108
0
8
16
44
8
56
8
108
112
120
16
0
112
112
8
72
20
112
112
128
8
112
128
120
20
20
20
128
8
72
16
0
0
12
8
8
128
16
48
8
16
16
16
120
104
108
16
16
8
108
8
8
12
44
16
112
108
108
0
0
8
16
44
8
16
8
16
0
8
8
152
0
108
8
8
8
104
16
112
8
8
108
128
0
8
120
84
72
116
112
48
8
112
0
8
16
16
120
8
112
128
8
16
76
16
16
88
8
16
8
8
8
12
8
8
8
8
16
8
108
16
8
12
8
16
0
16
8
8
16
128
0
8
108
8
48
16
8
16
16
8
112
52
24
48
8
128
28
128
128
116
116
44
8
128
8
8
20
128
128
128
128
128
16
112
12
8
16
76
16
72
128
16
8
84
8
8
128
48
8
52
8
8
108
8
8
8
8
16
8
12
128
104
8
8
128
128
8
8
8
8
16
0
0
8
8
128
8
44
16
16
72
8
48
128
16
116
16
16
128
128
16
8
8
128
112
8
8
16
108
128
44
16
8
48
16
16
8
128
108
16
16
112
8
112
72
12
8
20
128
8
12
108
0
108
0
0
16
16
8
72
16
120
8
12
20
16
112
128
8
8
16
128
8
8
44
0
8
16
108
8
16
128
128
8
16
8
8
52
16
0
128
120
8
8
8
8
8
160
16
128
16
8
12
16
8
12
8
16
12
8
12
108
44
0
0
8
16
120
8
8
8
16
108
16
72
128
20
128
8
8
128
8
16
0
128
8
8
116
12
128
8
128
16
16
128
8
72
16
8
48
20
16
108
72
8
8
76
108
128
108
72
8
16
8
8
16
12
0
104
72
112
112
16
16
12
8
44
112
16
8
8
16
8
44
104
20
8
128
128
12
0
76
116
16
16
8
8
8
16
48
128
112
8
108
12
8
120
52
8
8
16
8
16
8
16
8
8
16
16
12
12
20
16
8
132
16
8
12
8
8
44
44
16
8
12
8
108
8
132
16
0
44
108
112
8
128
12
128
8
48
0
8
8
236
76
20
16
128
0
12
0
8
12
72
8
8
0
116
8
8
104
0
8
128
108
8
16
112
8
16
112
16
8
112
8
8
8
48
76
16
8
8
8
72
120
8
16
8
128
108
0
12
120
8
44
8
48
8
16
8
124
8
108
16
0
16
8
8
16
8
8
156
112
16
8
16
108
48
8
84
236
48
8
112
48
112
16
108
48
8
8
16
8
16
8
16
112
12
8
8
8
116
44
12
20
8
112
72
128
8
112
128
8
16
112
128
16
20
120
16
44
8
8
8
48
72
132
128
72
12
12
16
8
0
128
12
8
16
16
48
12
16
0
8
128
112
0
16
8
8
120
0
8
20
12
8
16
8
8
0
8
12
48
16
128
8
16
108
128
8
16
116
8
8
44
8
16
8
128
20
8
8
8
16
76
8
44
16
0
8
88
16
120
8
20
8
128
8
8
112
72
16
8
8
8
160
128
8
12
112
16
76
12
16
44
8
16
48
48
48
8
112
8
20
20
128
12
8
8
128
48
12
120
128
132
128
128
16
240
112
20
8
8
112
12
20
108
12
12
84
16
12
8
0
8
16
88
12
8
8
72
120
16
16
128
116
8
16
12
8
128
108
8
0
16
8
12
8
44
8
104
108
12
8
116
128
16
16
0
72
12
8
12
116
16
44
128
48
12
16
16
112
112
20
76
120
16
108
8
16
116
104
72
8
28
8
12
108
128
52
108
8
8
16
8
72
8
8
16
8
12
12
128
0
8
16
0
120
0
116
16
8
16
16
76
8
72
120
8
12
8
48
116
8
128
12
0
8
16
128
108
12
16
128
0
16
8
8
16
16
8
128
108
0
12
16
0
12
8
8
128
44
16
120
52
116
0
12
8
16
8
8
128
20
112
16
128
128
8
120
16
112
128
8
8
0
12
16
16
16
104
116
8
44
0
16
44
8
8
8
16
8
8
0
116
36
128
128
16
16
16
12
16
12
128
8
104
12
8
8
16
16
16
12
120
48
72
8
8
8
16
8
16
152
16
12
0
16
16
0
8
132
8
12
128
128
0
8
112
16
8
20
8
4
12
0
84
128
12
8
108
128
108
128
12
112
128
76
8
8
8
44
8
12
116
128
160
72
12
8
8
48
0
12
8
104
40
8
12
16
16
120
112
16
0
16
116
16
44
0
8
12
20
128
8
12
84
8
120
8
8
12
8
128
8
112
8
116
76
8
72
12
8
8
72
16
8
128
44
16
84
48
16
128
16
132
16
12
16
232
16
12
108
16
8
12
8
112
16
12
112
124
48
16
108
108
104
8
128
8
8
44
0
8
16
8
8
16
48
112
12
128
8
128
72
8
0
108
8
48
72
8
16
108
128
16
52
156
8
16
8
16
8
16
128
44
8
8
8
108
12
8
16
128
128
0
8
0
8
12
112
52
120
112
8
112
8
160
8
72
8
0
8
8
120
120
120
8
128
0
8
0
12
8
52
16
8
16
112
16
52
128
16
0
12
0
48
8
160
128
8
8
48
108
20
8
128
8
8
52
16
12
72
0
128
116
84
108
16
8
16
16
8
116
16
16
0
16
8
128
12
8
8
8
12
44
112
8
16
8
16
72
16
8
108
204
16
16
120
8
12
44
8
0
8
128
8
8
0
112
16
128
128
8
8
12
8
8
12
8
16
8
20
52
8
48
16
8
8
156
128
16
16
12
16
16
16
108
12
112
16
160
44
8
16
8
16
104
44
8
8
16
16
108
8
72
16
112
160
16
44
16
8
116
16
16
128
128
0
112
48
44
16
12
108
16
8
128
116
128
128
8
8
16
20
16
72
12
0
8
48
16
72
0
44
112
44
16
16
128
8
8
108
16
8
16
112
8
8
112
44
16
112
8
108
8
16
16
112
128
8
8
8
8
16
48
20
16
112
8
16
16
16
8
16
240
16
16
8
8
8
16
108
0
8
4
0
12
0
8
128
128
112
8
16
8
16
16
8
8
16
16
76
16
0
8
116
128
0
128
16
112
120
108
8
120
8
112
16
112
120
128
8
108
16
8
8
16
108
8
8
16
8
48
16
112
16
16
8
0
116
8
8
8
16
12
8
108
8
112
0
20
128
8
128
8
16
128
128
108
128
8
8
8
116
8
0
12
8
8
128
108
128
8
52
20
128
128
128
108
128
108
0
132
16
72
8
112
8
128
8
120
16
8
16
0
8
8
44
116
8
116
128
0
16
8
16
8
8
0
8
112
16
48
72
16
8
116
20
128
16
0
16
44
8
8
8
0
12
0
128
72
108
8
128
128
8
16
8
8
16
16
236
128
0
48
112
8
108
16
128
8
112
8
16
128
84
108
8
12
128
8
0
8
8
8
20
16
20
16
12
120
8
12
8
48
108
8
116
16
44
8
0
8
128
8
8
112
44
72
108
20
108
12
16
0
8
8
8
8
8
12
12
20
8
128
16
8
16
8
8
8
8
16
8
16
48
8
16
0
16
16
0
128
120
16
12
128
112
124
112
8
0
128
16
8
112
52
8
16
8
8
112
104
16
20
8
128
8
128
16
112
20
8
20
48
8
76
0
128
16
20
8
112
8
8
16
0
128
8
16
112
100
72
12
20
16
16
8
108
16
128
8
8
8
20
128
16
16
128
12
8
16
8
16
8
16
128
112
16
8
8
8
8
12
8
16
16
8
128
16
8
28
8
16
116
8
8
8
116
72
12
12
128
108
52
72
8
8
16
112
108
16
8
16
16
8
16
8
72
16
8
44
48
16
0
8
20
112
72
8
8
108
128
12
16
108
44
16
128
16
16
128
8
8
128
108
0
8
8
8
8
0
44
16
16
16
0
16
0
44
128
16
44
120
128
8
120
8
128
8
12
8
8
112
0
44
12
0
8
8
8
36
8
240
8
108
28
128
8
16
8
108
128
48
128
16
16
16
8
8
0
112
8
8
12
108
8
108
16
120
16
12
16
8
48
8
16
128
48
48
44
76
48
48
16
128
8
108
8
72
8
112
108
8
116
112
72
16
0
128
128
128
76
16
108
8
8
16
72
128
8
16
8
48
108
8
156
16
8
8
44
20
8
0
132
48
8
8
8
116
0
112
8
16
12
8
16
120
104
8
8
0
16
112
48
112
108
116
8
8
0
16
128
16
72
72
8
128
16
16
16
8
16
8
16
16
112
16
232
128
8
152
8
8
104
120
16
16
128
116
12
16
12
0
0
12
16
16
20
8
112
120
48
16
0
12
0
72
16
112
0
8
8
8
16
12
16
48
8
16
16
0
8
16
112
112
8
48
0
48
8
12
16
8
120
12
8
8
8
0
104
8
8
8
44
16
48
8
8
112
72
8
12
8
72
108
16
0
108
112
0
12
160
16
0
0
16
8
16
232
16
8
8
0
8
8
108
108
16
8
12
0
116
16
0
108
112
128
8
160
16
108
8
128
0
108
16
16
112
128
112
128
0
8
12
128
0
44
12
8
8
108
160
88
16
0
0
8
116
116
16
16
16
20
0
128
128
20
8
8
0
128
16
8
8
16
8
8
108
8
16
8
12
8
8
108
8
0
8
28
16
108
108
8
12
16
8
8
16
16
16
128
8
8
8
0
8
0
0
128
16
8
8
12
16
128
8
8
16
16
16
84
8
0
0
16
12
8
8
20
128
112
8
8
12
8
8
120
8
16
16
16
16
8
12
0
72
84
12
8
8
16
0
160
8
20
12
116
8
8
8
16
16
72
16
160
8
8
8
112
8
8
16
128
8
16
16
16
0
8
108
8
8
120
0
116
0
72
8
8
8
16
16
16
8
108
76
16
108
8
16
8
112
8
8
20
8
8
8
16
108
8
112
8
8
8
72
8
112
0
112
108
112
0
8
120
112
112
8
16
72
112
8
108
12
16
108
16
16
8
112
8
16
108
12
160
0
8
16
8
16
128
8
116
76
8
12
8
112
8
100
108
52
128
16
240
120
8
128
8
8
8
8
8
0
128
44
0
8
8
112
8
112
8
112
48
8
8
40
112
8
8
128
8
108
116
8
20
8
0
112
20
8
16
116
8
16
8
112
0
8
48
16
128
116
16
16
16
16
16
128
16
12
12
12
8
16
128
12
8
112
48
8
0
8
20
160
8
0
8
8
8
0
112
16
16
8
72
0
128
8
112
128
20
8
0
8
48
0
128
8
128
112
16
16
128
8
16
12
16
128
12
108
112
72
8
48
112
16
8
52
16
128
16
16
12
8
44
44
72
16
108
8
104
104
8
8
0
156
16
8
8
112
112
12
112
16
8
0
8
168
8
0
108
16
16
128
128
8
116
8
8
48
228
8
8
8
0
0
116
8
16
72
16
8
8
8
8
8
8
8
0
16
8
8
16
16
8
8
48
72
116
8
44
108
16
16
16
8
8
100
16
20
8
0
0
8
116
8
72
8
16
128
12
8
128
20
112
48
16
128
128
48
128
8
8
8
8
16
16
8
328
112
8
8
112
8
112
16
48
8
16
128
0
0
8
48
8
16
8
120
8
112
8
8
128
12
8
12
108
16
8
128
108
112
104
16
8
8
8
108
116
8
168
8
8
20
16
8
112
8
116
48
0
8
12
8
12
8
8
8
8
108
12
8
16
44
0
8
116
16
8
0
8
8
8
112
8
8
8
20
128
20
20
8
0
20
112
8
8
12
116
44
12
12
128
108
128
16
32
12
8
20
0
48
8
12
112
52
8
8
8
16
16
8
8
112
12
108
20
8
132
8
72
108
108
8
16
116
8
12
8
8
72
44
128
16
128
8
116
8
16
8
8
8
112
12
16
8
0
20
8
120
76
8
12
8
128
128
128
16
8
116
16
8
12
240
16
40
52
16
116
48
116
112
12
12
112
108
8
72
44
8
12
20
20
112
16
8
16
16
16
8
16
108
108
8
108
16
108
12
8
12
116
128
16
128
8
16
120
128
8
16
0
16
8
16
16
8
12
8
8
8
128
8
16
160
48
16
8
72
104
240
16
16
16
20
128
8
8
72
16
8
116
156
16
84
20
8
8
12
8
156
12
16
8
8
16
12
8
44
128
128
12
16
16
8
8
8
108
112
16
8
8
72
8
8
16
72
16
8
16
16
16
8
0
16
112
160
8
44
12
0
108
8
0
16
8
128
8
8
128
108
16
8
8
20
16
8
8
8
8
128
8
8
8
12
0
16
48
8
12
12
8
112
128
112
8
120
8
8
128
120
116
12
16
112
116
108
48
8
16
8
120
8
104
108
16
8
128
0
0
8
12
16
0
16
16
44
76
112
8
16
8
16
8
16
8
16
8
8
16
8
0
8
8
8
120
8
8
112
52
112
16
8
112
168
8
8
8
16
128
8
8
8
168
0
8
112
104
0
16
112
16
116
116
128
108
12
128
8
128
116
128
20
16
8
8
128
12
120
28
8
8
160
0
112
8
8
8
112
12
116
12
116
28
112
8
0
0
16
8
8
8
112
16
8
20
8
8
128
12
128
8
8
120
12
16
8
0
8
8
52
16
108
8
8
44
40
16
0
12
8
8
12
16
8
12
28
8
8
8
8
156
112
44
16
16
16
0
20
8
112
112
16
84
108
128
20
8
12
8
20
8
16
8
0
16
16
16
128
44
8
0
8
16
116
16
0
8
0
8
112
16
72
0
8
8
8
16
8
132
12
8
8
0
20
44
48
112
8
112
8
8
8
116
8
72
72
0
20
0
112
16
0
8
16
16
112
8
96
20
16
16
16
128
8
44
48
76
8
116
0
0
0
8
156
28
8
116
100
12
8
8
0
128
128
120
120
72
16
108
16
8
8
112
128
12
108
112
128
108
108
112
108
16
16
0
104
48
108
8
8
16
16
76
8
116
8
104
16
8
8
16
8
12
72
12
8
112
104
128
76
8
16
8
8
8
72
8
20
8
128
108
8
116
108
8
112
0
72
8
8
72
116
8
16
8
120
8
16
128
8
8
116
128
48
12
48
152
128
12
8
8
16
8
8
120
116
120
116
128
8
8
8
16
8
104
8
108
44
0
16
16
48
16
16
8
48
20
44
0
16
152
16
16
128
44
8
16
16
16
0
0
32
116
108
104
8
128
16
120
8
72
108
0
240
128
16
8
8
0
0
0
104
12
8
112
128
8
8
8
12
8
8
116
112
0
12
128
48
112
128
104
16
12
16
8
8
16
76
16
128
112
8
128
20
128
8
16
8
8
156
128
8
8
48
128
8
16
16
12
48
8
12
116
16
128
120
72
8
112
0
12
8
20
16
128
16
112
8
8
128
8
16
108
8
128
8
16
8
8
8
120
0
128
12
12
16
12
16
12
104
8
8
8
8
160
12
112
112
104
8
12
8
8
112
112
112
8
8
48
104
152
108
16
128
8
104
108
8
12
76
108
8
72
8
8
16
128
156
0
8
128
16
128
112
8
8
16
0
112
16
8
48
128
84
44
8
8
20
112
108
8
128
16
108
8
8
128
112
8
128
8
8
16
16
8
128
48
116
8
128
16
0
12
8
16
16
16
12
120
112
8
124
8
12
16
8
8
120
8
0
16
8
0
116
0
8
76
0
16
8
8
16
12
8
160
8
8
128
0
8
8
0
16
152
108
16
8
112
112
40
8
8
116
8
16
8
48
8
112
108
116
112
16
108
44
108
44
12
12
0
8
12
16
8
0
8
112
8
8
108
16
108
8
8
8
52
12
16
128
128
44
8
16
112
44
20
8
108
8
72
0
48
16
0
32
16
8
8
8
16
8
12
8
16
8
8
16
48
8
128
128
12
8
8
16
8
108
8
16
8
0
16
8
232
12
8
0
128
12
8
0
76
16
72
8
16
8
20
8
16
8
8
20
48
116
16
8
8
8
16
0
0
108
108
52
8
16
8
12
8
8
8
8
16
76
16
16
8
16
8
8
8
72
128
8
8
16
12
116
128
128
16
12
12
16
44
8
8
8
0
20
128
44
8
8
8
0
8
72
104
8
16
8
104
72
8
8
44
112
8
8
128
8
0
8
160
8
8
48
16
16
128
12
128
8
8
16
112
108
108
8
8
108
128
40
0
8
8
8
8
8
116
128
20
0
128
8
0
16
16
16
8
16
8
16
72
128
48
8
8
0
112
16
8
12
8
8
44
8
0
0
128
48
8
8
0
108
16
32
8
112
8
116
16
8
104
120
112
16
112
16
8
48
44
16
0
240
8
8
16
108
108
8
0
16
128
236
112
8
16
16
8
16
112
0
8
108
128
16
16
8
8
8
12
16
116
128
120
8
120
8
108
8
12
0
12
48
0
8
8
8
8
108
8
44
8
8
104
16
16
8
120
44
0
120
8
8
0
8
8
16
8
128
16
16
40
8
112
112
8
8
72
128
76
8
16
16
128
8
0
8
8
112
8
8
16
108
48
16
108
8
8
16
16
112
112
72
120
16
116
0
132
108
128
112
16
16
8
120
0
72
128
12
12
8
44
116
12
108
8
8
8
16
128
12
104
8
20
108
8
8
8
12
8
0
120
16
8
112
8
8
112
8
8
116
8
16
48
108
12
160
8
8
8
8
128
16
16
8
8
16
128
16
108
8
8
156
8
72
112
120
0
16
16
8
128
8
8
16
16
8
128
120
128
8
8
8
8
16
76
48
108
16
128
12
16
72
8
72
72
8
8
116
8
8
16
112
0
108
8
8
16
16
16
8
0
16
16
104
128
12
16
8
16
8
8
8
8
20
0
16
16
16
8
16
16
8
48
112
128
12
8
16
108
108
8
16
108
128
8
8
16
16
0
120
8
0
8
108
20
84
108
8
108
44
168
8
8
8
8
128
128
16
8
0
8
112
20
112
0
48
16
44
12
48
48
108
8
48
108
8
120
128
8
72
0
128
12
12
8
108
28
52
8
8
120
44
12
16
8
128
8
8
16
108
8
12
12
8
12
8
8
8
8
128
120
116
8
12
8
112
108
8
16
8
76
8
16
108
16
8
8
112
72
0
16
0
112
48
76
116
16
8
8
8
8
12
16
116
16
0
0
16
128
12
8
8
112
28
52
0
8
12
8
8
116
76
108
8
108
8
128
8
128
8
128
12
128
128
8
8
0
8
8
8
8
12
16
48
132
16
16
128
8
16
120
128
16
8
120
108
8
16
48
112
8
324
12
8
16
12
8
128
8
16
112
120
8
8
8
16
8
128
104
8
8
8
0
108
16
112
8
44
16
236
112
8
128
128
8
124
8
128
8
48
8
8
104
0
8
8
128
128
0
72
12
108
116
116
16
48
72
16
44
8
152
16
108
52
112
104
16
128
116
12
236
52
8
16
8
116
12
0
108
8
16
0
116
8
12
0
8
8
8
112
8
8
8
16
0
108
40
8
20
112
8
8
16
8
16
8
16
