dorsal_ventral
72
0
0
0
0
8
28
0
76
76
0
76
120
0
0
0
0
0
0
0
0
0
0
148
0
76
0
12
84
0
76
0
0
76
0
8
0
8
76
0
72
76
0
0
72
8
0
116
0
0
0
0
76
0
0
112
0
16
120
0
72
76
72
0
0
16
0
72
12
0
0
112
112
0
0
0
76
0
0
0
0
76
76
0
76
0
76
0
0
84
0
4
0
76
116
0
76
72
0
224
0
0
0
148
120
0
76
0
0
0
120
120
156
0
0
8
8
12
0
0
72
0
0
0
0
0
0
0
76
84
12
76
8
216
116
12
0
140
0
76
0
8
8
76
0
120
0
0
16
16
12
0
0
0
0
0
12
8
16
72
12
0
0
76
8
0
0
76
0
0
0
16
0
76
76
76
0
0
8
0
0
0
12
76
0
76
76
0
72
140
0
76
0
16
0
76
0
0
0
0
76
76
12
0
104
72
76
84
0
76
0
0
76
0
20
0
0
0
0
0
0
8
76
12
12
0
76
0
76
8
0
12
76
8
72
76
0
8
76
16
0
0
0
76
72
0
8
0
8
0
0
72
80
0
0
0
0
76
16
16
0
0
12
72
0
72
0
0
0
0
0
0
76
0
0
84
76
8
0
72
76
76
0
0
8
112
0
0
72
76
120
0
76
0
0
0
0
0
76
72
72
0
60
0
0
0
0
12
112
8
72
0
0
104
8
12
0
0
76
0
80
72
76
0
16
0
116
76
72
76
0
0
72
72
0
0
0
0
76
76
0
8
0
8
76
0
120
12
112
12
0
0
76
0
28
72
0
0
0
0
16
0
12
76
152
0
0
0
76
0
116
12
76
0
0
8
0
0
0
0
0
0
84
0
0
76
0
8
0
84
0
76
0
8
0
116
8
0
8
0
0
104
0
0
0
140
8
0
0
76
0
0
76
76
0
0
8
108
0
0
0
0
72
0
0
0
8
0
0
0
8
76
0
12
72
116
84
0
0
0
8
0
76
0
8
0
0
76
76
0
76
0
12
0
76
120
0
0
0
0
28
84
116
76
0
112
0
0
68
0
0
0
0
84
0
0
84
8
0
0
0
0
16
0
12
76
8
76
0
0
76
0
0
8
0
0
8
76
76
0
0
72
0
76
0
0
28
0
76
0
76
76
72
0
0
0
0
76
0
8
12
0
8
12
12
0
0
0
0
76
112
0
0
72
108
12
16
0
8
8
72
120
8
0
76
72
0
0
152
0
0
12
0
0
0
0
8
8
0
76
120
0
0
0
76
76
76
76
0
0
12
0
76
0
72
0
0
0
0
12
8
12
76
76
76
16
0
0
76
0
0
0
0
0
76
76
72
0
0
0
0
0
76
0
0
76
76
120
76
76
12
12
76
0
76
0
76
0
0
0
0
8
0
76
8
72
0
84
0
12
0
12
216
0
84
16
0
116
120
12
76
0
76
8
0
0
76
0
76
0
76
0
0
0
0
0
0
8
76
0
8
0
0
76
0
28
76
0
76
0
144
8
0
0
0
16
0
0
0
12
0
0
0
76
72
0
0
4
0
0
76
0
0
8
0
0
12
24
0
0
8
0
0
4
0
0
0
76
0
0
76
0
0
0
0
76
0
72
0
0
0
0
152
28
0
0
0
0
84
0
0
0
76
0
0
76
8
0
0
0
76
112
8
0
76
76
72
0
148
12
0
16
0
76
152
112
156
0
76
8
16
0
0
72
0
0
0
0
0
76
0
76
76
0
84
0
0
76
0
8
0
8
0
0
0
72
0
0
0
76
76
84
0
0
0
28
0
8
84
84
84
156
116
12
76
0
0
0
20
8
16
60
0
12
76
84
0
76
0
76
0
76
76
0
116
0
0
0
120
0
76
8
0
0
0
68
0
76
0
12
48
72
0
8
120
12
0
8
0
0
0
0
0
0
0
0
160
12
0
72
0
80
76
104
0
0
0
76
116
76
8
0
76
0
0
76
76
0
76
76
76
0
76
116
0
12
8
0
76
76
8
72
72
12
72
0
0
0
0
0
76
152
0
0
0
0
0
0
76
0
0
8
0
0
0
0
0
0
84
0
76
76
28
0
0
0
0
76
0
0
8
12
72
0
120
0
0
12
0
0
76
0
0
108
0
64
72
0
116
156
0
76
0
0
0
76
76
0
0
0
76
76
76
72
0
72
76
76
0
12
0
16
0
0
8
0
8
72
0
0
12
0
0
76
0
0
0
28
116
0
0
0
0
0
80
0
12
0
0
156
0
76
0
76
12
0
8
12
0
0
0
0
16
76
0
112
0
0
0
104
0
76
76
0
76
0
12
8
0
0
112
104
8
0
12
0
76
76
0
12
28
0
0
0
0
76
120
72
76
8
0
0
76
68
0
0
0
0
0
0
0
0
8
108
0
8
0
0
8
0
120
76
0
76
0
108
0
0
12
72
116
8
0
0
0
0
116
0
0
0
0
76
0
12
0
0
0
0
112
12
0
0
0
76
0
76
0
0
72
0
0
12
0
76
0
0
0
0
0
0
0
0
0
0
116
76
0
0
148
0
0
0
76
0
8
0
0
0
76
76
76
0
8
16
12
0
0
8
0
0
0
24
160
0
76
0
24
0
0
0
0
120
0
0
0
72
12
0
0
84
0
0
0
8
76
72
0
76
0
0
0
0
76
0
0
0
0
8
0
16
0
76
12
76
112
0
0
0
0
76
72
0
76
0
84
112
76
12
12
12
112
0
76
76
0
8
72
152
0
0
76
0
76
0
0
0
76
0
0
0
0
0
28
0
76
0
72
0
0
76
0
76
8
72
0
0
0
76
0
0
0
0
0
0
12
76
112
76
0
72
0
0
0
8
76
48
152
0
0
0
0
8
8
8
0
16
76
0
84
116
0
76
0
12
0
0
84
0
0
12
0
76
0
0
76
8
16
0
0
0
0
16
72
0
12
0
12
0
76
0
120
0
0
116
0
148
24
0
152
76
0
76
0
8
0
12
0
76
116
0
76
0
76
0
0
0
72
12
0
76
0
0
0
76
0
120
0
0
0
76
0
28
0
8
76
0
0
0
0
76
76
0
12
76
76
0
16
0
12
0
120
76
76
0
0
12
0
0
72
0
72
0
0
76
0
0
12
12
0
0
120
0
0
8
0
76
16
76
0
0
72
0
0
0
0
76
12
0
72
0
0
12
0
72
84
8
0
0
0
0
0
0
104
0
0
0
0
0
108
0
76
12
12
12
80
8
84
0
8
76
72
72
0
0
0
0
84
0
0
76
0
76
76
0
0
76
0
0
0
0
0
0
76
0
0
0
72
0
0
0
0
0
12
0
0
0
0
0
0
0
76
0
0
0
0
8
76
76
76
76
72
0
0
0
84
76
0
12
0
72
12
12
8
76
0
0
76
0
76
0
0
0
12
76
76
0
0
0
8
104
0
76
8
8
0
12
76
148
8
0
0
0
0
72
76
72
0
0
0
0
72
0
0
12
76
72
0
0
104
76
0
72
0
0
72
120
0
0
116
72
0
80
144
0
72
0
76
0
0
76
0
8
8
0
0
112
0
76
8
12
0
0
76
0
0
0
76
8
0
0
0
0
12
0
76
0
0
0
76
0
0
0
0
0
0
0
0
0
80
0
76
0
8
76
0
0
76
76
0
0
0
0
8
0
0
0
76
72
76
0
76
0
0
0
0
0
16
76
0
0
84
0
0
0
4
76
0
0
0
8
0
0
0
0
0
0
0
116
0
120
0
8
0
0
8
72
76
12
0
0
148
0
8
72
76
4
0
0
0
8
76
68
72
76
0
8
0
76
0
76
8
8
0
116
0
0
0
116
0
0
0
12
0
8
0
72
0
8
12
0
0
0
8
76
0
72
12
0
0
84
0
0
72
0
0
0
152
84
0
60
12
76
0
76
12
8
8
0
12
8
0
76
48
0
12
0
76
8
8
0
72
16
156
0
76
76
16
0
0
112
12
76
0
0
76
0
0
0
112
0
0
0
0
0
112
0
0
0
156
0
4
0
8
0
0
8
0
0
72
0
76
0
0
80
0
0
0
116
76
76
12
0
0
0
12
76
0
0
0
12
0
76
76
76
84
0
0
0
0
0
16
0
76
72
32
76
0
0
0
72
84
0
12
72
12
8
0
0
0
16
16
0
0
0
16
12
8
76
76
0
0
0
0
72
0
8
0
76
0
76
0
76
76
0
8
76
0
116
84
0
0
76
16
84
0
0
8
72
0
12
0
0
0
76
76
0
0
0
120
120
0
8
76
0
8
0
0
0
0
0
0
76
76
0
0
0
0
76
0
76
0
8
0
0
0
116
0
0
76
0
0
0
116
0
0
0
0
76
0
12
12
0
12
76
0
76
0
0
72
0
0
0
0
0
0
0
0
116
116
120
76
12
124
12
28
0
0
76
0
76
0
112
0
0
0
0
0
0
0
76
8
8
0
0
12
76
156
72
0
0
8
0
84
12
0
0
0
76
0
0
0
76
0
76
76
0
28
0
0
0
0
0
0
104
0
0
0
0
0
108
0
0
0
72
76
0
0
0
0
80
116
148
12
76
0
76
84
8
0
76
28
76
0
72
76
12
0
80
0
80
0
0
48
8
8
8
0
0
100
8
72
0
0
0
120
0
76
0
0
76
76
0
96
8
0
0
0
120
8
0
0
0
0
0
0
0
76
120
0
12
0
0
0
16
104
76
76
0
0
12
0
76
16
0
0
76
120
0
76
16
0
0
0
0
0
8
76
0
76
0
0
0
76
0
28
0
0
76
0
8
8
0
76
0
76
116
72
76
0
8
0
8
0
12
76
76
76
0
0
0
76
76
0
0
0
0
0
8
0
0
8
0
76
0
0
76
76
0
0
0
12
0
0
16
0
76
0
72
0
0
0
0
0
0
72
0
0
0
120
8
120
0
0
0
0
76
112
0
16
0
112
0
0
0
8
0
0
8
12
12
0
0
12
0
76
84
12
76
0
76
8
0
28
72
0
0
0
12
12
8
0
8
0
0
148
84
72
0
76
0
0
120
0
0
0
76
0
0
0
76
0
0
120
108
84
0
72
8
76
0
0
16
0
116
12
0
76
0
0
76
0
0
72
0
0
0
0
0
0
16
76
116
0
0
0
116
0
0
120
0
0
0
84
136
104
8
0
0
0
0
76
0
112
8
84
0
76
116
0
0
76
120
76
8
76
0
76
116
0
0
0
0
84
72
0
76
0
0
0
0
116
0
0
0
8
72
76
0
0
72
0
8
0
0
0
0
76
76
0
0
84
0
0
0
72
8
0
0
0
76
12
0
76
76
76
0
148
20
120
0
116
8
8
0
0
0
0
0
0
0
0
104
76
0
116
12
12
0
72
72
84
0
0
0
28
72
0
8
76
0
76
76
0
0
152
156
12
8
0
0
0
8
76
76
116
0
0
0
0
0
76
0
12
148
148
8
76
8
0
0
0
148
0
0
12
8
28
76
8
0
120
0
76
0
0
116
0
72
72
0
0
0
0
120
12
72
0
120
0
0
12
0
0
76
76
76
0
0
0
0
12
0
0
116
0
0
8
76
0
76
0
0
0
0
8
0
84
12
0
12
0
0
0
0
0
120
0
76
72
8
0
0
0
0
0
24
0
0
0
0
0
76
76
8
140
0
0
0
0
12
0
0
0
8
0
8
0
104
120
8
0
0
72
72
0
152
0
12
72
0
12
0
72
76
72
0
0
0
