ventral_partial_brain
116
76
72
8
12
52
8
72
28
20
76
76
116
8
120
16
28
76
76
16
8
76
112
76
76
120
96
20
28
76
120
12
28
28
24
24
72
76
116
12
24
112
24
76
72
116
12
76
72
16
24
52
80
16
12
112
112
24
116
20
12
76
16
8
52
72
8
72
72
24
76
76
28
8
8
12
112
76
20
20
12
76
76
160
28
28
116
124
76
16
112
124
52
12
8
76
28
76
72
24
24
24
72
20
12
28
76
16
76
12
12
112
76
96
12
16
84
76
24
24
56
112
12
24
24
76
76
76
116
12
112
8
216
28
132
8
8
28
116
52
16
24
8
20
12
112
84
112
12
24
12
52
8
24
24
76
24
8
80
16
12
8
112
16
16
28
112
52
24
8
12
8
20
72
76
124
116
76
72
116
24
72
12
12
76
72
116
72
20
116
24
12
24
112
28
116
8
28
52
72
56
76
28
96
24
120
8
12
68
112
12
28
28
120
8
8
112
8
76
24
132
8
20
20
116
72
72
28
80
24
124
56
112
24
116
8
112
16
84
124
8
20
52
52
8
88
24
72
12
28
16
72
24
76
76
24
12
76
116
76
24
76
8
20
12
124
112
12
12
16
20
16
116
20
28
76
112
28
76
12
112
8
12
12
12
76
12
8
12
112
156
76
12
24
56
116
84
12
12
116
24
12
8
20
8
72
12
12
20
20
20
28
28
76
20
72
12
72
76
80
24
52
124
76
12
24
112
28
72
104
8
20
12
76
112
12
8
12
112
92
76
120
84
112
116
20
16
116
52
76
120
92
28
8
56
24
8
24
72
72
20
112
116
24
76
52
28
92
12
24
116
12
52
28
76
28
96
8
12
28
12
28
116
8
24
76
24
116
24
28
12
12
112
8
12
76
12
72
12
124
52
76
24
76
8
12
76
24
12
8
72
24
88
124
28
28
12
12
16
8
120
20
116
116
112
12
76
116
76
28
52
72
52
16
52
52
20
16
8
72
24
84
72
24
20
8
8
24
76
56
116
116
76
76
24
12
12
20
112
8
8
116
52
16
72
116
24
8
12
28
96
116
28
8
8
76
28
28
12
24
24
52
24
68
76
8
24
8
72
112
16
28
24
28
76
120
8
96
76
76
124
24
8
84
24
16
8
12
24
16
24
28
72
24
116
72
116
24
20
76
76
116
8
96
76
116
16
28
8
72
76
24
8
116
8
120
76
20
12
72
116
12
116
72
120
72
20
8
116
76
72
12
72
124
124
52
80
72
8
12
28
120
12
24
20
72
24
116
8
52
72
96
76
76
12
124
16
116
120
8
20
72
8
76
24
20
8
76
24
76
12
116
24
28
72
8
12
84
72
24
12
76
116
72
12
16
96
12
12
56
112
28
28
8
124
52
12
24
76
24
8
16
16
12
72
72
124
12
72
24
76
76
76
72
8
72
116
116
24
116
76
72
72
76
28
8
116
20
72
8
112
116
12
24
208
76
84
68
76
76
24
52
116
76
72
76
52
116
8
28
12
28
24
12
8
72
8
116
12
28
28
20
16
24
12
76
12
28
120
112
20
112
8
120
24
8
8
124
24
16
28
12
8
72
12
8
8
8
8
12
96
124
28
116
80
24
72
28
96
28
24
24
76
72
132
24
96
24
16
32
16
28
112
28
8
12
20
52
28
8
76
12
28
20
28
24
72
124
12
124
72
72
28
76
72
8
16
16
24
76
124
8
112
24
8
8
12
76
8
28
96
112
8
8
12
12
120
16
24
20
112
12
52
8
20
12
24
76
12
28
12
12
8
72
76
76
28
120
76
8
12
28
76
116
120
76
12
8
112
12
28
8
28
12
20
28
20
24
8
124
24
28
76
24
20
28
116
116
76
16
8
28
76
72
8
56
68
16
24
12
72
120
76
120
76
28
124
76
76
76
76
68
8
8
12
24
28
76
112
76
16
12
76
16
8
8
92
12
56
20
12
84
20
12
120
72
112
76
116
8
28
12
12
12
116
112
28
52
12
120
8
8
24
24
28
28
8
8
76
28
76
112
28
12
16
8
72
12
120
120
84
28
76
120
72
76
76
112
124
12
116
52
12
76
52
84
120
12
116
112
84
52
72
124
76
76
124
72
96
88
112
12
76
76
72
8
28
76
72
24
76
16
12
76
28
72
76
72
24
12
20
72
72
24
76
28
132
68
72
76
28
76
76
52
96
124
12
96
16
124
124
96
24
124
52
24
76
52
16
112
28
76
76
20
76
20
16
16
12
28
96
24
28
72
76
8
20
12
76
28
72
12
20
8
52
8
12
12
112
76
120
124
12
28
12
8
24
96
8
56
12
112
76
116
12
16
112
28
52
28
24
24
16
12
16
124
76
28
24
76
20
56
12
96
12
16
12
76
52
72
120
20
28
12
112
28
28
76
76
76
52
12
8
76
12
96
96
28
96
116
112
116
72
28
12
76
112
12
76
124
28
16
12
8
76
8
12
52
8
52
52
72
120
8
116
76
8
12
68
112
20
72
96
8
76
8
76
24
76
52
28
56
12
28
76
76
24
28
24
24
24
12
120
116
76
72
8
24
8
28
12
12
24
84
28
116
72
8
28
12
76
72
72
12
96
20
12
76
96
24
72
12
76
12
76
12
16
28
76
12
124
24
124
8
28
116
72
8
24
8
12
116
76
72
8
28
80
76
24
76
20
80
28
76
72
28
112
72
24
8
28
120
52
8
76
76
8
24
8
116
8
12
76
72
24
124
76
72
28
76
28
12
8
8
120
12
20
28
120
76
76
28
84
12
28
76
116
76
124
28
20
20
116
128
116
8
8
120
124
20
76
116
12
72
76
76
20
112
24
116
28
8
80
12
72
20
24
12
24
28
72
112
20
56
8
72
76
52
112
16
24
28
24
8
76
24
116
76
24
120
120
28
84
52
12
124
28
8
12
120
12
24
112
76
72
76
120
12
96
120
12
12
12
24
12
116
116
72
116
12
72
116
28
120
8
76
12
76
116
80
72
28
28
24
8
20
24
124
8
52
12
76
80
76
8
8
28
72
16
76
76
24
124
8
8
132
12
76
8
124
8
68
52
76
8
76
124
28
28
72
72
112
24
12
204
96
24
116
28
8
96
28
12
72
76
16
8
12
8
76
76
20
8
76
8
16
76
20
28
72
12
72
132
76
72
8
12
76
120
76
28
28
116
12
48
24
28
28
12
28
28
8
8
24
28
76
96
16
24
12
72
28
72
8
8
12
8
124
76
12
12
116
28
12
76
96
116
28
12
28
24
72
100
76
8
100
24
12
112
12
68
20
28
124
28
8
76
112
120
8
76
72
116
8
116
24
96
16
124
116
112
20
20
12
112
16
8
28
96
8
76
24
116
72
8
16
8
28
28
20
12
120
116
52
124
16
28
8
28
12
76
8
112
24
16
8
72
76
124
20
8
116
12
96
28
16
72
28
12
124
16
76
12
16
8
52
12
12
52
72
12
76
120
52
8
52
120
96
12
116
76
112
112
8
20
8
96
204
116
52
56
16
112
112
28
12
20
28
116
76
12
116
72
20
8
112
8
52
112
16
8
8
116
76
16
8
112
12
8
12
124
112
56
76
124
124
8
76
28
28
24
72
124
120
112
76
76
8
116
76
24
12
124
8
52
76
28
16
8
24
76
12
116
120
8
24
12
12
20
24
8
12
16
12
12
76
8
116
72
124
12
120
120
116
8
116
28
8
12
20
112
76
12
120
52
8
72
12
76
28
8
124
12
20
76
24
28
24
24
24
116
84
8
116
76
96
24
72
116
20
52
76
72
28
120
24
24
72
52
120
72
116
116
52
76
72
112
8
28
24
124
76
8
72
28
52
12
28
28
28
72
116
28
12
84
24
12
24
12
52
24
112
112
76
24
120
72
8
28
8
12
24
28
8
116
96
52
28
52
76
96
8
12
72
8
120
76
16
16
116
8
72
52
24
52
16
12
28
12
76
8
52
16
8
112
72
80
76
28
28
120
24
76
28
120
20
24
84
72
24
124
24
12
76
120
24
20
112
72
8
116
76
24
28
72
24
76
8
112
76
76
72
8
28
72
72
28
120
16
8
28
16
24
20
116
28
8
116
72
116
72
76
24
76
28
8
112
24
8
124
68
28
8
28
116
20
76
124
116
20
56
96
24
16
72
8
124
16
8
76
124
12
8
8
8
124
120
80
116
56
24
28
56
76
28
28
8
120
20
84
28
8
12
116
124
116
124
8
8
76
28
72
76
12
28
72
24
72
116
20
72
84
28
8
28
16
12
72
12
84
28
24
116
116
8
112
76
104
96
76
16
24
24
76
24
76
120
76
72
56
52
116
8
8
12
92
76
120
72
16
88
28
28
112
16
76
12
12
76
28
124
12
116
12
24
72
24
12
76
72
16
72
56
28
96
12
76
24
76
16
72
80
24
76
76
72
96
8
120
72
8
76
72
28
76
8
112
20
28
72
76
28
72
72
120
76
24
24
12
28
112
116
28
24
8
8
76
20
76
8
96
28
24
116
72
76
72
28
116
72
124
8
28
24
116
28
76
16
8
28
12
76
76
72
12
24
112
24
76
112
76
20
76
120
28
120
72
72
112
72
8
112
76
76
8
112
28
12
12
12
112
76
8
12
12
12
76
8
76
12
12
112
28
28
116
76
124
72
12
76
12
20
20
28
112
24
12
84
24
116
24
28
12
8
72
76
12
8
24
116
52
12
8
12
12
24
72
24
80
116
24
8
16
72
72
124
24
28
24
12
124
124
28
8
76
8
20
8
76
116
120
76
28
80
12
8
12
72
76
52
116
8
76
28
8
20
84
28
12
72
12
112
24
8
24
28
8
84
24
20
116
76
8
56
28
28
76
116
12
80
120
24
96
80
76
12
8
12
116
112
24
12
20
24
76
16
120
72
8
76
72
116
72
12
12
12
76
12
28
12
28
76
76
24
72
28
24
116
76
120
76
8
12
12
116
8
28
76
8
116
92
76
12
24
20
12
8
116
116
8
72
28
28
72
120
120
28
72
20
12
24
20
112
72
116
120
12
124
20
72
12
20
28
24
72
112
120
124
24
28
76
124
24
80
76
76
12
8
124
116
12
116
116
16
28
52
76
24
72
76
16
76
24
116
84
116
8
8
8
20
16
76
20
96
12
76
48
96
8
116
20
24
112
12
28
8
20
76
112
76
28
76
72
8
116
124
12
20
112
76
116
20
20
116
76
76
12
72
8
24
96
24
12
116
8
52
124
28
12
108
76
28
28
12
16
72
52
28
8
72
28
16
72
16
8
88
124
76
76
76
8
20
16
24
72
8
116
24
80
28
12
24
124
76
124
12
28
24
112
240
24
28
28
116
116
84
124
8
20
76
8
52
124
116
12
48
16
72
112
84
76
72
76
12
8
24
8
8
28
12
52
8
16
8
500
28
28
84
72
28
12
112
52
116
76
120
76
12
116
116
96
16
12
52
76
76
84
72
8
24
16
76
116
116
76
8
16
16
24
20
72
8
16
12
24
76
76
76
12
112
28
12
76
76
112
8
56
76
16
20
72
84
16
16
16
8
24
20
76
76
20
12
20
16
76
28
12
112
120
12
24
8
16
20
8
116
76
12
12
28
52
8
12
112
8
56
28
8
120
12
112
28
72
16
28
80
72
116
8
124
76
24
16
96
112
76
28
20
8
8
8
28
120
24
16
72
116
112
20
12
8
76
76
116
20
76
116
112
76
76
8
76
112
92
88
12
16
16
8
24
16
16
24
8
120
8
28
16
24
8
76
8
72
16
76
12
12
124
56
8
8
56
52
12
84
52
28
12
28
76
32
20
24
116
76
20
24
16
28
72
72
76
76
120
12
24
28
116
20
28
24
12
8
12
28
24
16
116
8
24
56
72
76
8
28
8
24
76
116
8
72
24
28
96
116
12
112
12
76
24
84
12
16
8
76
124
124
52
12
8
20
72
76
24
32
72
8
20
8
112
116
80
124
24
120
92
76
28
8
24
12
76
116
72
116
120
76
84
72
120
24
8
12
12
76
72
20
24
76
112
72
112
8
8
120
116
76
52
52
72
12
76
116
8
96
20
72
124
28
52
20
116
24
24
28
12
12
116
76
76
28
24
28
16
76
28
12
80
96
72
120
12
24
112
12
28
28
20
76
52
76
8
20
20
16
76
76
28
116
96
28
12
24
124
28
8
76
76
76
24
116
24
24
8
72
16
72
124
72
120
8
120
28
12
72
72
76
24
96
28
84
12
16
24
12
12
24
24
12
72
52
116
16
20
24
76
76
12
120
8
88
12
28
116
112
76
8
28
20
76
20
76
120
24
72
76
8
124
20
72
28
116
28
120
12
28
28
76
28
28
112
8
112
76
72
120
8
112
16
24
76
12
152
24
76
8
92
24
8
20
124
76
72
12
8
84
16
76
8
20
72
72
28
20
24
12
12
12
76
24
20
96
28
116
12
8
16
28
124
52
28
8
12
76
52
16
100
8
72
120
28
68
116
124
24
24
8
76
12
12
12
76
8
28
28
16
28
12
72
24
76
12
16
8
28
28
28
24
72
20
72
76
116
84
112
96
16
12
76
8
112
72
116
76
116
24
24
8
52
20
12
20
124
28
28
20
28
72
12
72
112
96
72
112
12
12
76
12
112
68
112
76
52
72
72
20
96
76
8
12
24
76
28
16
20
116
28
28
132
76
28
8
72
12
24
20
8
20
12
12
28
16
20
24
112
72
72
24
96
116
16
116
20
24
72
8
76
12
12
12
8
12
24
8
28
76
80
120
8
12
76
76
72
124
20
12
120
24
28
24
24
8
24
12
72
88
68
28
12
28
16
76
80
16
8
76
116
76
112
8
72
28
120
12
24
12
16
8
72
12
8
80
76
20
68
24
76
20
24
76
12
20
8
112
24
96
120
76
80
8
8
28
8
28
12
76
52
12
72
52
120
12
60
28
12
76
84
24
12
12
12
28
76
12
8
20
120
20
8
8
28
8
120
28
8
28
112
12
120
8
116
16
28
24
76
12
8
52
96
16
8
76
24
76
72
52
76
16
12
116
28
76
116
28
112
24
8
76
12
76
8
116
116
12
8
8
76
116
116
76
20
84
28
76
72
8
76
28
76
24
8
12
28
24
24
76
120
12
116
20
12
20
76
48
76
12
12
24
28
112
12
112
76
20
20
24
116
24
76
8
8
24
116
20
12
28
28
24
12
112
72
8
24
24
24
8
28
76
124
76
8
76
16
28
120
8
76
8
72
28
28
8
76
76
24
24
20
16
56
28
132
76
24
72
24
76
8
12
120
12
20
12
16
12
16
124
28
72
16
12
116
28
116
76
28
24
112
132
76
76
76
72
56
16
76
72
16
24
20
12
120
112
12
72
76
8
8
116
8
124
24
8
116
24
8
20
124
12
76
76
20
16
72
76
24
52
116
52
112
96
8
120
20
72
116
8
116
16
12
28
24
8
112
76
120
76
28
132
80
88
76
24
12
52
8
76
112
124
116
52
12
28
8
12
96
52
72
68
112
116
76
28
76
116
208
72
72
72
124
108
48
96
92
76
56
28
20
76
116
12
20
76
72
16
28
112
76
12
24
76
76
76
28
28
12
116
124
8
16
112
8
20
8
116
28
116
12
116
112
48
8
8
72
12
72
76
52
24
72
88
12
72
112
96
112
12
84
8
24
12
12
28
76
8
72
76
92
116
76
28
100
76
56
120
72
8
112
112
76
8
84
24
8
84
8
28
72
120
28
24
28
120
116
108
12
104
76
76
24
116
8
8
72
8
72
12
72
76
12
8
24
96
12
20
116
12
12
16
124
28
12
72
52
72
8
8
112
12
124
72
12
124
28
76
76
84
76
12
76
12
112
24
24
12
20
20
112
52
8
12
112
8
28
12
72
76
8
76
112
24
28
76
76
76
72
28
76
72
24
76
8
20
28
8
8
116
20
8
28
12
8
12
116
76
24
8
20
28
76
16
8
24
20
24
72
12
24
24
92
72
76
76
12
28
72
28
72
28
20
12
28
76
76
96
12
76
72
12
28
16
12
12
28
24
12
24
76
28
72
76
24
84
76
28
24
96
72
24
8
76
72
124
28
112
20
24
72
116
60
72
16
8
72
112
12
28
20
12
28
28
12
76
116
12
72
72
116
12
76
24
76
76
124
124
28
112
52
112
76
24
84
72
72
12
24
76
72
84
120
96
88
24
76
28
12
28
24
28
56
76
20
96
52
84
76
20
28
12
76
124
116
12
28
12
12
116
76
72
76
24
24
76
52
12
72
24
12
116
76
76
112
28
12
120
76
12
76
24
76
28
20
56
28
76
12
8
56
8
76
120
156
12
24
16
12
72
76
8
68
12
20
28
16
116
20
8
12
76
80
72
120
112
12
76
72
28
120
20
72
8
76
12
120
24
72
12
116
76
28
12
16
28
112
20
72
72
76
76
12
24
12
24
20
16
12
116
112
80
112
12
28
12
72
12
8
12
8
8
124
8
12
12
76
96
12
52
72
84
8
8
112
12
24
8
24
28
72
12
24
76
8
116
76
116
76
52
120
72
28
24
52
12
12
28
8
8
28
16
116
24
112
12
120
8
12
24
24
72
24
72
76
16
28
76
116
76
72
16
72
28
16
76
76
116
112
28
112
12
12
76
72
76
12
120
112
116
20
28
12
72
12
28
96
112
84
24
76
76
76
8
24
12
12
76
24
76
8
56
24
240
12
12
28
124
24
76
12
24
16
116
76
24
116
56
12
12
76
72
24
76
56
24
12
12
24
76
76
8
52
8
112
120
76
112
12
8
116
72
76
28
120
116
72
24
68
28
76
8
52
76
112
28
76
72
28
112
28
28
8
8
28
52
116
72
12
12
68
8
72
124
116
124
24
92
8
8
28
12
52
124
52
28
112
116
12
52
8
32
20
76
116
8
12
24
76
20
28
20
112
24
116
72
28
20
12
12
76
12
72
72
96
20
76
124
76
28
8
76
8
8
12
12
24
124
112
24
20
112
76
8
28
24
120
28
28
12
112
28
12
112
12
76
124
28
28
72
20
24
24
52
72
116
8
72
28
28
12
124
12
52
16
8
76
24
8
28
20
72
72
12
16
72
28
76
84
76
76
72
12
8
28
116
12
76
76
84
76
24
28
24
76
116
28
8
76
56
72
116
76
88
28
28
8
72
116
104
76
96
8
12
8
72
52
76
8
28
12
120
28
120
76
8
12
16
76
8
28
24
28
112
8
28
12
76
24
76
24
52
12
116
24
72
52
8
28
8
20
124
112
8
72
120
12
52
104
116
72
72
72
8
12
116
72
24
24
80
76
28
12
12
120
12
8
112
76
20
76
28
24
8
76
28
120
8
24
120
124
28
12
76
76
120
24
120
28
112
76
76
12
8
116
132
20
24
72
120
116
116
76
76
116
12
76
112
56
76
72
20
76
12
20
8
12
116
116
76
76
20
12
8
76
24
20
16
72
8
96
24
124
16
28
104
120
8
8
20
24
24
72
24
8
124
112
28
112
56
72
12
8
12
12
116
28
8
8
28
72
76
72
68
72
20
52
120
96
96
12
112
96
8
96
24
12
124
12
24
72
12
120
8
28
24
76
124
28
132
76
8
12
24
16
12
56
52
28
112
112
76
76
8
16
120
8
12
72
76
84
20
112
72
72
24
116
24
24
16
8
20
24
124
12
8
8
16
12
76
8
16
28
12
16
52
76
72
72
96
28
12
72
112
12
124
72
8
8
20
116
8
112
28
8
80
20
124
12
116
24
76
100
72
24
28
28
8
8
124
76
8
56
72
116
24
12
116
240
112
120
12
76
28
8
76
8
76
88
80
20
84
24
12
24
28
24
28
8
76
116
8
12
20
116
28
116
20
76
28
0
12
8
120
28
72
112
124
72
12
124
28
12
12
112
12
76
112
76
72
116
20
28
112
112
76
72
28
12
52
12
116
76
16
28
76
76
112
76
116
76
112
12
68
76
28
116
16
12
20
8
12
76
56
24
12
12
8
24
72
240
124
112
124
12
24
28
28
16
8
16
8
76
8
96
12
16
8
8
112
12
8
28
124
12
8
124
72
116
12
112
12
76
80
20
76
76
112
48
76
8
12
8
16
28
76
76
24
12
24
72
68
8
8
28
28
28
112
116
72
20
76
124
120
8
24
76
24
24
12
76
8
52
20
20
8
92
20
116
120
12
76
8
8
12
112
12
116
28
72
76
12
8
28
24
112
12
28
72
24
116
28
76
28
120
24
96
52
28
8
116
28
16
116
116
120
8
120
8
28
8
76
24
8
12
8
20
76
76
80
72
12
112
8
112
12
8
68
28
12
8
112
12
24
76
72
68
16
116
24
24
24
12
16
8
76
76
28
20
72
12
20
28
72
12
116
16
24
24
8
48
116
52
16
20
76
8
28
112
56
52
12
12
12
24
28
72
76
16
72
120
76
16
12
80
96
12
76
72
72
76
124
116
108
76
24
28
28
24
56
12
12
28
76
12
72
24
24
28
12
28
24
124
100
28
72
8
76
52
28
76
8
76
48
112
116
84
16
8
12
28
28
24
24
116
12
112
24
12
72
112
24
52
16
16
76
76
120
72
96
12
72
12
8
12
12
116
56
120
24
76
8
8
72
12
116
8
208
12
72
12
12
116
116
76
76
120
12
28
96
116
88
76
8
72
120
28
8
212
112
120
16
12
8
72
112
28
8
56
112
72
52
24
52
116
8
76
112
28
12
76
20
96
12
72
76
76
24
28
76
12
116
20
76
124
24
76
24
72
24
52
20
76
72
8
28
120
28
112
12
16
112
12
8
76
8
84
12
28
16
16
112
8
24
28
52
16
24
116
20
76
76
20
28
12
8
76
24
84
56
16
72
16
20
24
28
20
56
72
76
16
72
24
96
8
124
16
72
8
72
8
116
12
8
80
24
124
28
8
72
8
8
24
116
24
8
72
76
56
76
8
28
84
8
12
116
8
8
12
76
72
24
76
8
12
52
16
88
24
16
28
16
76
52
8
72
116
68
8
120
72
116
116
12
116
92
112
76
76
12
52
8
8
72
76
20
76
76
120
72
24
28
24
8
76
112
8
96
120
12
8
16
116
72
76
56
24
52
76
80
116
28
8
76
24
28
120
96
72
76
20
116
112
112
12
12
8
76
20
24
8
56
12
72
116
80
12
72
8
8
76
76
120
24
20
20
12
72
96
100
12
112
76
28
72
120
24
12
28
76
76
8
28
8
12
12
8
116
84
76
72
72
12
76
116
116
12
12
24
28
8
96
76
8
52
20
72
12
12
20
124
116
28
28
116
8
8
12
12
76
116
28
12
8
116
124
116
72
12
72
112
28
112
16
116
72
8
52
112
72
12
112
20
12
28
8
124
76
72
24
28
28
8
8
72
24
76
60
72
76
12
112
8
12
112
116
112
112
76
76
76
28
208
76
76
20
24
112
52
16
72
76
20
20
120
80
72
16
24
72
8
28
12
76
72
116
24
16
8
76
112
72
24
100
76
24
24
8
120
24
8
124
8
80
24
116
112
56
72
8
52
120
12
8
76
76
76
120
116
112
76
124
24
76
72
24
24
12
132
24
24
56
112
12
112
124
76
76
124
24
72
12
72
116
20
8
72
12
16
72
16
112
72
12
76
8
12
16
72
8
112
72
12
20
124
116
16
28
8
72
76
12
76
