dorsal,ventral,occipital,frontal
32,148,48,16
88,96,96,60
48,84,68,132
32,80,96,12
32,100,48,116
68,92,68,112
8,0,80,96
28,92,100,96
64,104,64,104
92,96,76,108
112,96,76,168
92,96,100,72
32,64,60,96
124,96,96,12
32,80,64,116
44,28,72,96
84,88,68,132
120,96,68,164
48,72,72,96
92,24,12,16
32,92,64,108
32,96,100,16
64,64,84,96
160,88,68,164
92,96,100,68
92,96,64,12
32,96,64,16
36,0,64,168
32,96,100,96
88,96,92,64
64,76,72,96
84,92,68,164
52,92,64,8
88,120,64,132
40,96,64,140
64,96,64,108
48,100,48,112
84,80,52,68
64,96,52,96
64,96,100,68
64,96,64,96
32,80,96,96
40,92,64,168
48,92,64,164
64,92,64,164
40,84,72,128
92,100,64,136
84,44,64,168
92,96,96,128
36,92,64,96
48,96,64,164
48,24,84,64
48,92,80,164
64,96,64,104
84,24,12,16
92,96,96,112
52,96,52,104
64,96,100,108
88,0,12,12
80,76,68,164
92,96,96,116
88,92,104,104
116,0,100,60
92,92,100,96
48,100,64,168
52,4,12,8
36,92,64,168
80,92,84,132
32,116,52,108
64,24,48,100
92,76,64,168
92,100,68,140
92,72,64,164
156,96,100,12
40,100,100,116
88,96,68,136
36,96,100,128
36,0,64,168
60,60,60,60
64,80,64,104
60,88,72,120
76,92,84,96
32,96,96,116
52,96,100,12
64,92,96,164
144,124,64,16
88,104,64,60
40,96,96,128
48,92,84,96
108,112,72,68
20,80,64,104
36,88,48,128
40,76,64,160
88,96,68,12
92,96,96,116
32,84,72,96
24,84,52,96
64,136,60,164
64,72,64,60
64,68,68,168
40,100,72,108
80,28,64,100
36,88,64,136
92,84,52,76
92,96,12,96
36,96,64,60
88,80,100,12
64,24,100,60
32,28,68,108
32,92,100,96
32,92,100,16
80,84,84,108
32,148,60,164
12,92,80,12
88,96,96,136
84,92,80,128
28,88,64,104
40,92,92,104
40,96,68,128
32,80,28,96
92,100,96,128
32,120,64,116
32,136,48,112
32,96,96,116
48,96,100,96
20,76,72,100
64,92,96,64
84,24,60,12
64,72,60,108
120,136,72,136
44,24,64,8
84,76,64,96
64,84,48,64
64,76,64,136
44,60,52,64
48,96,64,132
124,96,72,164
40,92,68,168
28,88,84,96
64,96,64,104
36,80,88,104
92,24,96,108
64,92,64,36
92,24,96,100
20,4,64,72
28,28,64,116
8,96,100,12
32,100,100,112
64,24,64,100
64,88,88,104
88,96,92,64
64,24,72,68
92,92,100,96
64,120,100,100
88,96,100,12
32,96,76,104
80,80,84,112
52,96,52,168
84,0,68,140
36,32,88,104
84,92,12,12
36,136,48,112
84,96,68,164
64,92,100,100
92,28,100,24
64,92,84,108
32,96,68,108
80,92,100,16
64,72,64,28
64,96,100,104
88,96,64,168
120,96,76,12
112,92,100,68
116,0,76,172
92,96,92,60
64,112,12,104
64,96,64,104
28,92,84,96
44,28,88,108
64,92,64,112
32,112,64,132
48,96,12,12
16,28,64,8
120,92,92,8
84,96,64,64
8,96,68,32
64,96,72,168
80,80,68,136
148,96,120,8
64,92,100,168
88,96,76,132
144,148,72,136
92,24,100,100
160,96,68,168
120,96,100,132
32,96,96,116
36,88,64,96
52,28,76,16
32,96,96,124
152,96,64,184
76,72,60,160
120,100,96,128
40,136,44,164
64,20,60,64
88,148,64,16
108,96,100,168
84,80,68,132
36,92,64,168
80,92,72,168
92,0,64,112
8,0,64,168
32,24,64,12
80,88,68,168
20,24,60,136
8,100,64,116
64,88,68,140
88,96,100,12
8,96,64,12
64,84,100,96
48,92,72,96
84,96,68,132
88,92,100,104
84,88,72,132
32,92,100,128
84,80,68,96
84,92,76,96
64,24,8,100
40,92,64,12
32,84,56,100
84,24,64,60
28,32,28,96
84,80,88,108
64,84,60,64
12,76,60,160
52,92,72,132
36,100,100,28
64,92,100,68
92,100,72,140
52,0,96,12
48,0,60,28
64,84,84,100
48,84,68,112
48,88,64,164
28,28,28,96
52,96,76,132
32,96,100,132
48,76,64,8
36,96,96,128
52,24,60,8
36,80,68,16
84,92,68,168
60,76,64,168
84,136,64,168
8,0,12,8
56,24,64,12
164,100,100,12
32,96,100,16
112,96,100,104
88,24,96,8
28,24,64,100
64,92,100,96
48,100,48,112
144,136,64,168
64,84,68,64
156,96,68,12
56,136,64,16
40,96,96,12
64,12,12,100
24,96,64,160
92,96,68,168
28,32,100,108
88,92,88,96
80,76,68,160
32,92,96,96
80,84,88,108
48,92,64,96
64,96,64,108
60,96,100,12
0,0,8,64
20,32,40,96
28,88,72,108
84,80,60,160
84,96,72,136
84,0,84,96
64,92,96,96
8,0,64,168
32,96,100,124
112,92,80,104
20,28,64,100
116,96,72,164
84,28,64,60
40,96,64,124
148,148,68,16
68,92,84,104
76,24,84,104
88,96,92,116
84,84,84,124
32,92,100,92
88,96,92,132
84,92,64,168
60,4,60,168
84,24,12,16
84,148,68,136
88,92,100,100
76,72,72,72
80,24,84,108
12,96,68,12
152,140,68,168
64,76,72,104
48,92,48,132
92,96,68,16
48,28,64,28
32,96,64,60
64,64,72,96
84,80,68,132
84,92,100,100
48,24,60,108
80,92,76,96
32,136,64,132
20,24,64,12
160,136,100,132
32,92,48,108
84,92,88,108
36,96,96,128
52,24,60,12
32,92,64,64
32,100,100,116
52,96,64,8
84,92,68,168
112,100,100,168
32,96,100,12
28,88,28,96
84,84,68,72
32,96,100,104
88,24,64,24
156,96,100,132
84,84,96,112
88,96,64,8
64,24,60,100
36,96,96,96
40,92,88,112
64,72,28,96
64,24,60,100
68,76,96,96
48,80,64,60
40,92,100,132
80,80,84,132
28,80,100,96
64,76,72,100
92,96,56,168
52,96,64,8
64,80,64,104
80,80,68,132
60,140,52,168
32,92,100,164
64,96,96,64
88,0,96,116
84,88,84,96
84,116,96,60
60,8,12,8
84,80,68,132
88,96,96,124
108,96,100,72
20,116,72,100
92,96,92,132
84,92,96,132
92,96,72,168
108,92,96,100
92,92,100,108
36,92,68,0
160,92,64,12
8,0,64,164
60,92,68,168
48,92,72,144
64,84,64,108
28,28,52,100
60,96,52,168
64,0,76,108
84,80,64,164
40,80,64,64
92,96,72,68
84,76,68,132
28,72,84,96
120,92,76,168
40,96,100,112
60,4,60,100
40,96,100,136
80,0,60,164
52,72,64,96
156,72,68,168
28,28,64,32
88,92,100,132
24,76,100,96
64,28,84,96
84,96,72,136
92,92,64,164
64,96,100,68
40,96,48,168
32,84,64,72
32,92,64,164
64,24,64,164
88,0,12,136
48,84,28,96
64,88,88,100
92,140,68,140
48,80,64,96
48,84,84,96
84,0,64,168
64,12,60,100
36,96,124,32
88,92,88,96
164,96,72,12
32,116,64,108
32,96,64,116
48,24,64,12
80,92,88,100
40,92,76,108
48,84,48,68
84,96,76,132
16,20,12,12
28,100,100,116
16,92,100,12
48,72,68,164
64,68,60,100
16,76,12,64
64,72,72,96
64,88,64,104
120,96,76,168
8,28,64,8
36,92,64,16
88,88,96,132
48,0,96,8
64,92,88,64
64,80,72,96
88,96,92,132
64,120,64,132
168,24,64,16
112,72,64,164
76,88,100,96
40,96,96,132
32,0,8,8
84,24,64,8
120,96,120,60
60,64,64,96
36,136,100,124
32,124,100,132
28,64,44,100
52,84,32,96
64,8,68,168
36,88,48,128
32,96,100,32
76,88,88,164
64,72,68,168
112,96,100,104
36,96,52,168
56,76,60,132
32,76,64,96
16,100,68,12
76,88,72,164
36,28,52,60
64,92,76,104
52,116,64,100
32,28,68,28
148,100,96,136
80,96,72,108
32,92,100,96
84,76,96,80
88,96,76,112
64,88,64,164
64,96,96,96
64,96,68,136
32,84,28,112
132,28,100,112
32,92,96,96
88,92,100,64
52,88,76,132
48,96,100,68
48,96,100,12
36,92,68,108
116,92,100,104
92,116,96,60
64,76,64,60
64,148,12,12
64,84,72,108
92,24,64,12
120,96,100,108
36,96,96,124
36,136,64,132
64,0,8,8
84,96,68,136
40,100,60,108
36,92,96,108
60,148,64,8
40,76,68,112
28,32,28,96
120,96,92,128
92,96,96,168
84,84,76,112
92,96,96,128
16,24,64,60
88,96,100,16
92,96,96,112
68,84,68,108
84,84,68,136
68,92,68,168
88,100,64,116
88,96,68,64
44,92,12,96
36,84,72,132
36,112,64,128
80,92,88,104
28,80,64,96
88,96,96,112
92,100,64,168
64,76,72,100
56,84,72,132
84,76,68,112
36,128,124,60
84,96,24,128
144,96,100,4
52,24,28,96
76,92,88,96
88,96,104,28
32,96,12,96
32,92,100,96
64,92,64,168
76,76,84,64
92,96,96,128
32,100,100,108
48,60,28,108
92,76,64,108
92,96,68,168
80,76,64,100
48,100,64,132
76,84,72,100
28,100,100,104
92,0,68,168
36,96,96,68
92,136,48,132
32,96,96,12
36,96,76,128
80,88,72,164
60,92,64,60
36,88,64,64
84,84,68,164
40,148,52,168
88,92,88,132
84,96,68,108
48,28,64,96
36,92,96,96
48,92,88,96
160,148,64,12
36,76,64,132
76,92,76,168
64,0,64,64
44,92,88,112
52,136,56,168
84,76,64,164
40,24,64,64
28,96,100,32
116,72,64,128
84,148,64,168
152,96,92,168
132,96,100,16
56,120,8,12
92,28,96,96
52,96,96,108
28,100,100,112
48,92,76,12
128,96,76,168
64,92,68,168
40,92,64,96
40,96,64,168
88,88,68,164
120,0,76,132
156,128,100,16
84,96,92,132
84,96,72,136
92,96,88,104
92,96,76,136
84,24,64,112
84,96,80,112
120,96,64,168
80,72,68,164
36,92,64,96
64,96,80,96
64,92,96,168
88,96,64,164
40,84,72,12
64,80,64,96
120,96,96,64
64,96,100,68
32,92,100,96
36,28,68,108
48,80,64,32
80,80,84,136
64,80,64,96
80,76,68,164
32,96,100,96
84,96,64,112
52,28,72,128
48,96,64,8
32,96,100,120
48,56,48,168
20,96,12,100
88,28,92,128
36,96,72,112
96,100,100,24
84,32,64,16
60,136,56,168
64,76,68,96
36,96,100,168
28,76,60,108
64,24,64,108
32,136,64,132
84,96,68,136
60,96,64,172
32,96,48,120
120,96,68,164
32,92,96,96
92,104,100,116
164,76,72,164
76,88,88,104
60,80,60,16
64,24,12,100
60,92,92,8
48,84,72,92
88,120,100,104
64,20,52,108
84,92,76,132
128,100,72,164
36,92,88,104
84,92,72,164
48,92,76,108
32,96,68,168
8,140,64,16
88,92,88,12
40,68,68,68
52,80,52,12
52,24,12,96
132,96,96,16
8,92,128,32
64,80,64,64
64,4,64,100
48,76,48,64
88,92,96,168
48,96,96,132
32,84,84,96
52,28,64,16
32,96,48,64
64,120,100,124
48,24,60,12
28,88,64,96
64,88,68,68
64,76,52,164
92,92,92,24
28,84,84,96
84,80,64,16
52,24,28,8
32,116,100,132
64,76,68,108
88,0,96,132
16,0,64,60
36,96,100,104
64,72,64,164
92,96,64,60
80,84,52,132
64,0,64,168
84,76,64,128
64,0,8,100
52,76,64,96
84,84,84,112
64,136,56,172
56,80,60,60
32,96,48,112
88,92,96,108
64,76,64,64
84,80,64,164
80,24,12,104
64,92,100,104
64,28,64,132
148,96,100,108
48,80,28,96
112,92,80,96
20,80,100,100
92,4,64,168
32,96,76,16
32,116,64,96
88,100,100,112
84,72,64,168
40,88,88,64
40,96,84,96
92,96,100,60
116,96,100,68
16,24,60,12
32,96,52,32
36,92,64,60
32,96,96,120
28,56,48,112
144,96,96,12
132,100,64,164
88,120,96,128
84,96,48,112
84,96,64,164
28,92,84,96
104,96,76,164
88,96,92,132
32,76,64,100
84,92,12,164
48,92,48,64
64,92,80,100
48,24,64,8
20,100,100,16
88,96,100,104
84,0,64,132
56,24,64,64
88,96,100,60
28,64,72,108
48,92,64,168
48,72,64,164
64,0,64,168
80,92,76,104
112,28,84,108
32,92,64,64
64,92,100,64
64,76,60,168
32,96,64,168
136,136,72,132
52,92,52,96
64,72,64,108
36,116,64,60
64,88,68,96
64,72,64,96
40,28,60,96
60,24,60,64
48,24,60,96
32,100,100,128
88,96,96,124
64,24,64,100
136,20,12,104
48,60,80,96
32,28,96,96
36,92,92,64
84,92,88,68
40,96,48,132
40,100,68,116
36,60,56,96
84,72,68,168
36,96,100,96
56,96,100,16
52,96,80,68
32,96,100,128
64,92,120,28
64,92,100,100
64,92,76,108
12,92,64,12
44,80,64,96
48,96,100,116
64,112,64,132
96,96,100,108
48,92,64,132
64,92,100,68
52,76,60,100
76,8,100,104
36,92,96,124
64,96,64,136
64,92,80,96
60,64,60,168
64,24,12,16
28,64,96,96
8,92,100,12
28,96,84,96
48,96,96,168
112,100,64,168
32,96,100,32
64,24,84,96
84,76,64,164
32,92,100,128
76,92,88,68
76,80,24,132
140,24,64,24
64,24,68,100
0,24,64,60
12,32,64,16
84,88,68,164
64,88,72,140
68,80,4,100
80,24,28,12
60,8,8,12
12,12,12,12
64,8,84,96
32,116,100,128
204,96,68,12
64,24,64,100
84,92,96,96
112,0,100,64
32,92,60,96
36,24,60,100
8,124,64,8
64,24,64,96
32,80,84,96
48,92,48,132
64,96,100,100
20,92,100,96
84,88,68,164
64,88,64,108
112,96,100,112
64,92,64,100
64,92,100,132
148,100,104,8
48,96,96,116
64,76,60,168
60,0,52,168
120,136,52,136
48,92,76,132
28,80,76,96
48,72,64,8
84,76,68,164
40,96,96,112
28,80,64,96
52,96,52,108
40,84,88,96
64,92,100,36
8,0,60,8
80,92,76,108
92,96,96,168
84,96,68,164
36,92,64,64
20,76,100,16
64,92,68,68
48,92,84,96
64,88,72,104
36,92,96,120
88,96,64,132
80,76,68,132
32,96,100,116
32,0,64,100
32,80,52,164
84,76,52,64
48,60,28,96
48,96,48,64
80,92,84,108
32,136,140,124
64,96,80,100
40,88,64,136
36,24,64,100
80,76,84,96
80,96,84,136
64,96,100,132
36,88,92,128
48,24,84,96
84,136,52,168
120,96,68,168
108,96,76,108
84,24,68,112
48,92,96,68
32,96,100,96
52,24,48,60
88,92,96,132
64,96,100,96
40,0,76,96
80,80,72,100
64,96,64,164
64,68,64,168
92,96,96,72
92,96,68,140
36,136,52,96
84,88,68,132
40,24,64,96
36,64,52,112
64,24,4,104
80,80,68,132
48,96,64,140
28,32,72,112
92,96,100,28
40,84,52,64
64,92,84,96
32,92,100,104
88,92,96,108
88,96,96,64
64,84,52,168
48,96,96,108
32,84,96,108
88,96,68,168
8,96,128,12
32,28,64,96
68,68,68,160
32,4,60,96
92,96,68,168
48,92,76,108
8,124,64,160
84,24,64,8
92,96,76,136
40,80,52,164
64,24,100,8
40,92,64,60
140,136,72,108
64,64,12,64
32,32,64,96
36,88,100,92
32,96,64,168
80,88,96,100
92,96,100,72
36,64,72,92
64,72,68,108
48,72,64,96
32,96,48,132
12,120,60,16
64,80,64,96
68,92,96,96
40,28,28,96
64,72,68,168
40,104,68,128
36,92,52,112
84,80,76,132
32,72,64,96
140,28,72,12
36,92,64,64
64,136,56,164
36,148,124,12
48,96,100,128
32,96,96,116
40,64,64,112
64,68,64,64
40,72,72,148
152,0,8,12
84,96,12,132
76,0,84,68
64,80,96,64
36,76,64,96
16,24,64,8
80,92,80,96
64,72,60,168
80,72,68,164
48,100,100,108
28,72,80,96
64,92,60,164
32,96,96,116
80,80,84,104
64,80,64,64
28,88,84,96
8,64,64,96
64,76,60,96
92,96,96,64
64,92,100,96
48,92,100,68
132,136,96,132
84,80,84,76
64,88,84,104
12,0,60,160
64,96,64,132
92,96,100,132
8,96,64,12
32,96,100,96
64,100,76,168
48,80,80,92
12,100,64,168
84,92,68,136
36,96,64,164
64,24,8,100
12,96,12,12
64,96,48,100
28,96,96,96
52,124,64,8
32,76,68,32
92,100,100,132
52,92,80,12
32,92,100,108
88,92,96,96
32,80,64,36
84,80,64,64
84,96,68,60
84,92,84,96
92,96,96,112
48,80,48,112
32,80,60,64
64,116,64,132
48,92,96,8
52,96,68,164
44,28,88,108
32,96,96,16
64,4,12,96
16,0,64,60
64,124,64,104
84,92,72,136
28,92,96,100
40,92,68,132
64,76,64,100
52,136,120,16
64,68,64,64
64,80,84,96
84,88,72,136
84,88,68,164
32,92,100,96
32,64,60,96
60,92,100,100
80,92,76,104
32,92,4,104
88,96,96,64
64,92,4,144
152,0,100,4
36,88,64,104
64,96,68,168
92,92,100,72
84,136,68,140
64,0,64,68
36,80,64,64
64,0,68,100
40,80,64,132
32,80,64,112
64,64,64,168
80,84,76,96
44,80,72,112
88,96,64,168
128,96,100,168
84,96,76,136
64,80,48,168
56,88,12,96
40,28,64,96
84,76,64,64
80,80,76,72
28,28,28,16
76,76,68,112
60,24,52,16
60,88,64,96
148,96,104,188
64,84,72,108
32,80,60,60
32,96,12,96
36,96,64,96
88,24,64,8
32,96,100,108
56,96,12,12
52,88,64,132
60,96,100,104
88,76,64,124
48,96,96,120
52,92,100,96
64,72,64,164
48,84,48,68
92,0,100,104
48,72,64,160
52,28,60,12
164,148,64,60
88,96,68,132
8,8,100,100
92,44,52,168
80,84,28,96
76,80,68,132
64,72,68,72
64,24,12,60
64,24,64,108
84,88,88,156
64,84,84,100
40,92,28,96
84,80,72,132
40,88,96,96
60,92,72,104
32,76,60,96
64,88,100,72
84,76,68,60
36,92,100,96
32,96,96,120
36,92,88,116
64,28,64,104
92,96,96,108
84,92,100,92
40,76,68,128
64,20,84,108
24,136,100,108
84,24,84,108
32,92,64,100
52,24,60,108
20,140,100,112
152,96,92,12
40,96,96,112
32,96,80,108
80,80,84,104
144,96,68,168
60,92,64,64
64,96,64,16
48,64,60,96
88,92,64,168
48,96,96,128
32,92,12,96
32,96,100,96
88,76,68,132
64,96,100,60
64,92,68,172
152,96,68,8
92,92,96,132
64,72,28,96
84,120,64,132
52,92,52,64
160,100,72,136
48,64,76,60
92,100,76,132
36,116,52,64
68,72,68,164
172,80,64,132
48,96,64,32
40,112,48,104
64,136,100,72
52,92,64,8
64,92,88,96
64,24,60,60
88,96,96,104
84,76,68,68
48,84,28,96
32,60,12,164
60,96,100,96
36,96,100,104
64,96,64,104
116,92,100,104
40,28,72,12
68,72,68,108
120,96,88,136
80,76,68,108
36,92,100,68
64,96,96,64
32,92,100,12
32,92,96,96
64,72,72,96
52,24,28,96
32,80,68,164
76,80,96,108
92,100,64,116
32,80,100,112
164,96,100,164
60,84,12,16
40,136,64,164
64,24,64,108
92,96,100,104
32,96,12,12
32,92,100,96
36,72,64,60
40,96,96,12
64,92,100,100
48,96,64,120
120,136,68,132
40,88,68,132
84,92,72,164
112,96,76,64
92,100,64,28
84,80,64,164
32,80,68,96
92,100,68,168
92,96,96,132
0,8,8,8
32,72,72,100
84,80,64,64
80,112,72,132
64,20,16,96
8,72,68,96
172,96,68,12
64,24,64,100
80,24,84,104
108,96,76,168
84,92,100,72
92,96,96,120
88,0,76,168
88,96,100,108
60,96,96,64
52,24,12,8
36,88,96,132
48,96,76,116
76,80,68,104
32,96,100,132
32,120,52,112
92,96,96,12
60,52,44,68
40,136,52,128
64,68,60,100
64,92,64,100
48,96,64,28
40,84,72,132
164,96,100,16
76,84,88,104
92,92,100,96
60,136,12,12
76,92,100,96
48,24,96,96
64,0,64,104
84,92,96,12
40,92,68,132
132,92,100,132
88,88,88,132
32,0,64,116
40,92,96,128
64,72,64,168
32,92,64,16
64,92,52,104
84,68,60,168
76,84,72,108
64,96,64,100
40,96,68,164
12,96,64,12
48,96,48,168
36,96,68,64
88,96,100,132
40,96,100,36
64,76,64,68
32,80,64,96
32,96,96,28
8,92,64,16
48,0,64,132
80,92,72,132
64,64,56,168
64,80,84,96
120,92,76,168
84,84,88,12
36,148,48,172
164,96,100,12
32,96,64,184
152,140,100,132
32,76,60,164
20,84,100,100
84,24,68,112
60,140,64,160
60,72,60,96
88,0,12,12
84,80,68,64
28,96,64,168
92,96,96,128
64,84,64,96
36,116,48,128
32,76,64,96
24,24,60,112
68,76,68,108
16,76,64,16
108,96,100,68
84,88,96,112
116,96,100,104
84,92,100,96
36,92,100,128
8,92,104,128
64,80,64,104
48,92,84,128
92,100,64,116
84,92,64,64
88,96,96,68
36,84,64,132
40,28,64,100
64,24,64,60
84,28,68,12
64,96,64,144
36,76,68,112
160,96,100,12
76,80,88,24
148,96,100,172
44,92,96,64
120,92,72,108
92,100,100,108
128,116,52,16
36,72,68,112
88,92,68,168
48,96,96,140
64,92,68,168
64,92,84,96
8,0,60,168
120,136,72,128
88,92,84,132
8,28,64,8
32,96,116,96
60,24,64,96
32,96,96,112
28,92,84,112
40,92,88,128
80,88,68,164
64,104,72,104
28,28,28,96
60,124,64,144
164,96,64,12
64,92,84,96
76,88,96,108
88,96,64,132
84,24,64,160
80,88,84,96
64,92,64,168
64,80,52,100
48,24,96,112
168,92,100,132
120,96,100,128
84,92,92,12
40,96,64,32
40,0,64,168
92,96,68,160
60,32,60,112
44,32,84,108
84,88,76,96
148,96,76,136
88,92,68,132
48,72,64,96
64,76,4,168
32,24,60,164
84,88,68,164
56,76,60,16
92,116,60,168
92,100,52,112
28,20,64,12
40,92,92,172
144,100,68,136
84,32,64,164
140,120,64,16
84,76,64,96
64,0,100,100
40,96,52,108
48,24,60,108
80,92,72,160
64,76,84,96
64,8,12,96
48,100,64,168
32,96,96,116
84,88,68,64
156,140,68,164
80,76,64,164
52,96,100,104
84,88,68,132
64,96,64,168
36,92,64,128
64,92,88,132
36,92,68,168
36,92,100,168
64,96,96,32
48,92,84,96
88,148,68,4
64,24,60,116
80,112,72,104
64,96,64,68
28,28,96,108
48,92,100,132
64,0,12,100
80,80,76,132
64,92,76,100
84,84,68,164
32,92,96,96
64,116,52,96
92,96,68,64
48,24,64,16
80,24,68,104
152,144,68,16
84,96,64,136
108,96,100,72
32,92,72,124
84,96,64,132
64,96,64,132
80,80,64,64
52,92,64,60
64,88,84,96
36,112,96,100
80,68,64,164
88,96,76,132
36,96,100,124
52,92,12,100
116,92,100,64
40,92,84,64
84,84,88,120
32,92,96,120
88,96,68,136
64,24,60,64
48,96,80,96
156,84,64,164
64,80,72,164
80,24,68,16
36,92,64,116
36,140,108,128
0,24,4,108
88,92,96,104
156,92,68,72
48,96,64,132
84,28,72,108
28,96,80,112
84,92,68,168
68,76,96,96
52,60,60,96
40,72,64,92
36,120,72,120
64,96,100,136
76,84,88,136
64,80,64,96
40,64,64,96
64,116,60,60
84,96,72,132
52,92,64,60
32,92,100,68
48,96,96,8
64,24,64,132
8,28,64,132
60,24,12,16
64,92,96,168
88,100,12,64
84,84,84,96
32,92,96,68
52,60,48,116
64,24,64,100
60,136,60,16
64,0,60,168
48,0,64,164
64,92,100,164
28,96,72,12
64,24,12,64
64,88,64,164
52,0,64,168
48,84,72,68
76,76,72,156
84,84,68,108
64,76,68,168
64,24,84,96
40,76,48,112
32,104,100,108
60,64,60,168
64,64,80,108
64,12,12,168
8,96,100,8
80,72,68,164
144,124,64,16
64,92,64,104
40,96,96,112
32,32,64,108
84,96,100,132
20,116,72,104
64,88,100,104
84,28,16,16
92,96,100,112
88,96,68,168
84,92,64,168
52,0,64,168
48,96,100,128
8,96,68,12
76,84,88,104
36,76,64,168
88,96,96,136
64,72,64,96
28,96,96,96
84,96,68,64
60,84,12,100
64,76,64,64
84,80,80,104
64,76,60,100
20,32,52,16
116,92,100,108
32,92,96,96
36,64,64,112
52,96,84,68
84,24,8,112
84,0,64,168
84,80,76,132
36,96,88,112
40,92,100,112
32,76,64,64
8,24,60,8
64,24,64,100
172,96,80,12
144,100,100,8
84,80,84,128
32,88,48,164
36,92,96,96
88,0,100,136
84,96,76,64
64,80,60,64
148,136,116,12
52,96,96,12
64,24,64,164
92,96,64,168
92,0,80,108
48,92,64,96
36,64,72,96
40,72,64,64
84,80,68,136
84,24,76,108
64,0,64,164
32,120,60,132
32,28,48,32
40,28,84,108
84,76,52,160
64,68,64,164
56,96,84,12
32,0,8,168
92,96,68,168
28,80,52,100
64,96,84,64
92,92,96,96
32,96,96,96
48,92,88,104
64,0,8,8
120,96,72,132
64,24,60,108
64,64,72,96
76,88,84,96
36,92,72,128
32,76,48,144
88,24,88,64
48,84,84,108
148,96,96,68
52,24,64,96
24,96,48,12
48,96,64,116
56,96,64,164
92,116,100,112
64,68,60,60
32,88,68,108
76,84,96,96
80,80,84,80
92,96,100,104
60,68,64,96
32,92,64,128
64,92,100,100
64,92,64,168
64,20,12,16
64,96,76,108
92,100,100,108
64,0,64,96
52,140,52,164
16,28,4,16
36,72,100,96
8,24,60,164
64,92,84,100
32,92,96,68
84,92,80,108
64,88,100,96
36,92,64,96
64,80,64,64
48,88,64,168
48,72,72,12
32,92,92,120
148,148,52,168
32,92,100,96
92,0,100,164
32,72,64,32
52,24,48,12
88,24,24,16
84,0,64,156
84,76,52,168
40,72,52,168
32,96,120,132
48,96,96,112
88,96,64,164
52,96,80,12
48,92,100,96
40,92,92,128
64,100,100,100
92,96,96,108
52,24,64,8
64,96,72,104
64,96,72,108
64,48,48,108
64,92,12,100
84,88,48,64
32,92,104,132
76,84,84,96
32,96,64,116
92,96,100,104
64,92,60,108
64,92,76,132
64,92,64,100
32,76,52,160
84,0,72,156
84,24,68,12
64,4,0,104
64,88,72,168
64,12,68,164
80,92,68,108
120,4,104,132
52,96,64,12
92,92,100,12
164,96,68,168
64,80,4,100
92,96,96,132
48,96,96,68
56,120,64,100
48,92,64,116
8,92,68,12
76,80,88,112
88,0,80,136
48,100,76,112
60,92,120,104
32,92,100,104
64,96,100,96
88,96,76,136
8,0,64,12
80,24,96,8
40,88,72,96
28,28,88,0
64,76,84,100
84,24,64,168
36,28,48,112
64,84,68,100
48,96,76,60
132,100,96,128
64,96,68,168
32,136,60,164
40,92,96,108
48,92,96,8
32,88,68,108
84,92,96,68
120,0,68,168
148,124,64,168
56,76,64,96
92,96,100,12
64,92,72,104
92,20,12,16
144,96,96,4
88,96,64,12
48,96,92,12
64,0,64,8
20,88,12,96
64,96,100,132
84,24,64,100
64,64,48,108
148,96,68,136
32,92,100,132
32,32,100,108
36,136,52,168
32,96,100,164
40,96,48,168
64,100,96,132
80,76,68,132
48,24,28,4
84,76,64,8
64,76,72,96
48,60,48,108
20,24,72,100
52,124,60,12
32,96,100,104
52,56,48,108
64,16,24,96
40,96,100,16
48,92,64,12
84,76,68,164
92,100,100,124
16,76,72,16
88,96,68,8
64,84,84,104
88,24,60,16
36,96,72,164
64,84,84,100
84,92,68,64
48,100,64,112
84,28,88,24
64,64,60,164
64,12,12,168
64,8,64,28
88,92,96,132
40,92,84,112
164,96,100,12
32,76,72,96
80,76,64,64
64,0,68,108
36,88,60,96
32,92,96,100
48,96,64,60
64,92,84,96
40,72,64,168
32,96,100,120
0,0,100,112
40,92,100,132
84,96,68,164
84,76,96,96
84,92,64,12
88,92,96,112
84,76,80,164
64,80,52,164
28,32,72,112
28,84,96,96
48,88,64,168
48,96,76,12
40,84,72,112
92,96,48,60
84,88,72,132
64,80,76,60
8,72,64,96
64,4,12,108
52,92,60,96
48,96,92,12
32,80,84,100
32,24,48,96
64,92,64,108
64,72,68,96
0,88,88,96
36,8,60,96
64,92,64,168
8,72,64,12
64,88,64,60
36,92,64,116
84,96,64,64
92,96,100,96
64,96,72,108
8,8,64,108
136,96,100,16
32,76,52,164
28,96,52,116
80,80,68,100
32,96,80,116
48,92,64,168
64,80,68,108
64,96,64,100
84,92,76,132
60,96,100,8
64,20,68,96
64,96,68,168
36,92,100,100
64,0,12,64
92,96,64,116
52,96,52,168
8,0,100,128
64,96,64,108
64,0,64,64
64,96,64,104
88,96,92,64
36,60,56,168
64,24,8,100
48,96,124,32
96,112,100,108
64,64,60,108
40,84,72,104
92,100,100,128
64,80,48,60
32,76,64,96
120,0,76,128
64,96,100,96
80,92,72,136
44,92,84,96
80,84,68,168
92,100,100,112
84,24,64,12
84,76,64,128
32,92,64,8
68,84,84,96
32,60,52,96
36,80,68,64
64,96,64,168
40,136,64,168
76,88,72,160
64,0,76,60
36,80,72,64
64,68,64,96
204,96,64,12
32,96,100,124
84,148,68,64
48,0,68,12
36,72,64,64
60,100,64,168
64,92,88,120
96,96,100,72
64,92,88,64
48,136,52,132
32,92,100,96
