dorsal,ventral,occipital,frontal
48,80,88,36
64,28,84,100
36,92,92,8
64,96,76,132
80,80,68,96
32,92,100,108
92,76,96,132
56,24,64,12
64,96,84,132
108,12,12,12
84,84,68,136
36,80,28,96
84,92,84,132
32,92,56,64
32,92,96,112
16,96,12,12
80,28,68,160
60,92,88,12
80,92,84,132
32,100,72,112
168,8,64,12
56,24,52,164
92,96,100,108
120,136,52,136
64,96,100,36
32,92,72,108
84,24,64,12
88,96,92,116
80,76,80,164
36,72,64,72
32,100,72,116
48,92,100,8
36,92,64,168
64,92,100,108
164,96,72,168
64,64,72,96
112,96,100,108
152,112,72,164
44,84,84,100
36,32,64,116
8,24,64,108
32,96,100,12
144,100,72,108
64,88,68,132
64,64,64,140
64,92,96,36
76,80,72,112
80,80,84,108
88,96,64,64
8,28,64,12
32,120,60,64
32,24,100,32
128,24,68,12
64,84,52,104
88,96,96,112
76,0,68,164
84,92,76,136
120,92,68,100
36,24,68,96
88,24,8,64
40,96,80,12
64,96,100,72
80,92,72,168
28,28,64,124
32,80,28,96
64,72,64,108
64,68,64,108
144,96,96,128
32,88,52,112
64,44,64,64
92,96,88,108
36,80,68,112
84,92,12,12
64,72,72,96
32,80,64,100
28,92,96,96
84,92,60,168
92,96,96,104
64,92,64,104
48,80,68,108
32,24,68,108
116,92,68,104
32,92,100,96
80,72,64,100
60,4,64,4
92,92,96,96
64,96,96,64
88,96,72,184
64,92,96,104
92,96,100,36
100,72,72,100
64,24,64,100
92,96,16,100
36,92,100,132
64,64,64,96
84,136,48,136
32,96,44,96
88,136,96,132
84,136,12,136
48,60,48,112
32,76,64,96
60,96,64,168
40,28,72,100
64,84,72,108
32,76,64,68
40,92,96,128
80,68,68,164
36,92,100,132
32,96,120,128
40,92,88,108
64,96,68,164
8,88,72,132
40,96,12,96
52,24,52,16
40,8,64,96
88,96,96,64
100,96,100,68
80,24,64,164
60,0,64,168
84,96,92,128
84,88,68,140
92,100,64,168
64,112,100,100
92,96,84,108
84,136,68,136
64,92,96,100
40,96,68,160
32,28,60,28
32,64,52,164
32,32,96,116
124,0,96,136
116,96,80,132
36,96,68,132
80,32,64,96
36,80,28,96
40,72,28,96
84,148,52,64
28,92,100,96
48,64,64,96
64,124,60,164
64,80,84,96
88,76,64,112
64,76,48,104
64,20,60,100
84,0,64,8
64,92,68,168
32,84,100,96
36,92,72,156
88,92,96,108
20,24,12,16
92,96,100,104
12,96,100,12
36,96,104,132
84,92,68,168
136,116,96,16
84,92,68,16
64,64,60,64
88,92,68,8
64,92,68,144
32,92,100,116
8,28,64,12
32,84,68,96
40,96,96,128
36,96,68,100
84,88,68,72
64,88,72,68
20,24,100,100
84,80,68,132
48,96,64,168
64,100,64,60
80,88,72,164
136,28,100,16
36,96,96,108
88,92,96,112
64,16,8,100
84,96,84,108
84,84,72,164
8,0,64,144
148,96,96,136
64,4,76,100
16,92,72,12
48,76,64,96
120,116,64,164
84,28,64,100
36,0,60,64
152,96,96,8
64,76,64,100
40,92,68,32
64,96,100,68
40,80,88,128
56,84,64,132
32,92,96,116
64,24,64,60
80,88,68,136
40,88,68,128
152,144,68,168
36,92,96,12
52,24,64,8
36,92,72,164
64,96,64,132
64,16,8,96
52,96,96,16
124,96,76,168
32,92,88,112
64,28,84,96
32,80,84,76
0,0,80,164
92,20,96,108
76,72,68,168
84,96,64,128
164,136,100,16
84,96,68,112
84,96,68,164
92,92,96,96
84,96,96,16
68,96,68,64
32,92,48,108
80,24,12,12
92,96,96,108
48,84,72,96
64,84,64,104
44,24,84,108
60,92,92,64
84,12,12,164
20,100,100,8
48,92,64,132
48,96,100,12
184,92,68,168
92,96,72,12
88,96,64,132
92,96,96,132
64,64,64,108
92,96,72,108
56,120,60,104
64,76,64,100
64,96,68,144
40,28,64,168
28,32,84,108
92,96,100,112
160,92,68,168
28,80,64,96
8,92,96,132
40,96,96,116
40,92,48,108
36,92,96,132
64,100,96,116
64,76,64,164
32,88,68,132
32,72,72,96
96,0,64,164
48,92,76,64
92,136,60,16
84,92,72,112
12,96,68,12
64,84,76,108
120,100,100,112
64,64,60,96
64,92,84,96
36,96,48,112
120,96,96,12
92,96,56,168
48,100,76,112
92,0,60,172
36,92,88,96
112,100,72,168
64,96,64,132
32,96,100,108
20,76,64,164
32,88,64,112
52,100,64,60
40,100,96,132
64,0,64,8
28,32,84,112
48,96,60,96
28,24,64,132
40,96,100,128
56,28,48,64
88,96,88,120
152,100,100,132
16,24,64,4
92,100,96,60
8,0,64,168
156,92,104,168
52,96,52,12
112,96,76,132
64,0,64,0
84,80,52,108
40,76,64,112
108,96,100,104
92,100,96,132
28,96,60,100
52,24,48,16
120,92,96,68
32,92,12,12
116,92,88,172
48,96,68,140
84,84,84,64
64,76,100,72
40,64,28,96
88,96,96,132
36,96,96,120
64,8,8,96
156,92,100,168
84,96,68,164
84,88,88,8
92,96,96,112
68,92,64,168
40,92,68,184
48,92,76,128
64,104,64,60
36,60,48,108
32,92,64,136
88,92,96,8
20,116,12,16
8,24,12,8
32,96,100,128
64,100,84,104
32,96,100,128
140,140,60,160
152,96,64,64
84,24,68,132
32,92,64,100
60,96,96,100
64,72,72,96
8,28,64,12
84,92,68,168
52,92,64,8
60,12,12,12
64,60,60,96
80,0,64,164
120,96,100,132
56,92,96,12
48,28,64,60
48,60,64,12
40,76,68,32
48,24,60,96
32,100,100,116
64,72,72,96
40,72,48,168
32,72,64,96
116,96,72,168
52,24,48,16
84,84,68,160
64,20,12,104
92,100,100,136
64,4,80,100
64,84,72,164
88,96,72,164
60,88,64,100
64,116,64,100
88,92,96,132
92,96,96,164
64,64,28,96
40,64,64,96
64,80,84,100
64,92,72,116
64,4,12,116
28,92,100,96
68,84,72,64
120,96,100,104
64,96,100,104
64,92,76,96
64,92,64,164
84,96,64,64
36,80,64,100
64,72,72,100
0,0,96,60
32,12,100,96
52,96,64,12
28,76,64,160
88,96,96,64
64,84,76,104
92,96,96,96
8,64,28,96
32,92,100,96
20,28,12,12
32,100,100,12
40,96,96,96
36,32,60,164
32,96,64,120
68,92,72,144
64,136,64,168
36,120,64,60
60,92,60,100
92,96,96,12
64,136,56,168
84,92,68,108
32,84,64,96
160,96,100,136
76,80,72,64
64,88,76,64
192,24,64,16
84,88,92,132
32,92,100,96
48,96,64,132
84,76,64,160
16,24,8,12
48,92,76,96
64,92,96,168
88,96,96,136
64,96,64,168
48,96,52,112
32,88,72,132
64,4,72,100
64,116,56,64
88,96,80,132
64,92,84,96
16,8,12,100
48,24,72,108
44,64,64,96
68,76,68,164
92,96,100,32
20,96,48,112
36,136,68,132
80,92,72,132
52,92,100,16
48,80,64,68
64,64,64,96
92,96,64,168
76,72,64,64
88,92,96,124
80,80,72,64
64,96,64,116
36,148,64,60
64,24,28,32
40,92,96,64
80,80,72,132
40,92,64,164
36,92,96,128
124,100,88,172
28,28,96,12
92,96,96,128
52,96,60,132
28,80,64,112
64,24,84,96
64,76,68,168
76,0,72,108
32,32,100,12
40,92,96,168
92,136,60,132
88,0,84,132
120,96,100,168
64,24,60,116
36,96,100,16
48,76,64,164
40,80,68,132
76,76,12,100
60,96,60,168
64,96,12,64
124,100,100,112
80,80,68,132
32,92,96,128
76,80,72,132
32,136,124,16
92,96,68,112
52,24,64,104
84,96,80,60
80,88,88,96
64,0,64,164
8,100,64,168
148,140,68,132
48,92,48,168
36,112,64,120
8,96,100,8
48,0,64,96
64,80,64,100
64,24,64,64
48,88,80,96
32,96,96,120
48,144,64,136
64,88,68,160
64,64,52,96
152,96,100,12
88,96,96,60
48,92,96,96
36,76,64,64
48,96,76,96
12,96,64,32
44,96,80,12
28,76,60,96
64,84,8,100
148,136,112,16
40,76,28,112
0,0,24,112
84,76,52,164
92,96,64,168
48,64,52,116
152,100,96,12
92,96,100,96
48,84,28,64
64,96,64,172
116,92,96,104
92,96,100,120
40,28,60,100
92,96,48,168
48,92,68,116
40,120,64,132
84,80,68,108
64,96,72,108
40,96,68,112
48,56,52,68
56,24,60,100
28,92,84,104
40,100,68,136
32,64,64,96
108,96,100,72
28,112,100,108
92,100,100,108
64,12,100,96
32,92,60,60
48,28,28,108
64,92,100,96
32,92,64,164
40,84,64,148
80,92,76,12
64,104,64,100
32,96,100,104
40,80,68,156
48,60,60,72
64,96,96,96
64,92,96,108
48,32,60,116
92,92,96,108
88,0,76,164
64,24,64,108
48,96,48,60
64,68,64,164
64,80,24,108
88,96,64,64
88,96,100,64
32,120,64,112
48,96,96,104
52,24,64,100
84,80,100,132
92,96,100,124
48,0,68,8
64,100,64,108
88,0,4,132
64,96,96,168
64,72,64,108
88,96,68,64
36,96,100,112
8,140,100,12
92,100,100,132
64,100,64,108
36,84,48,140
32,32,60,132
28,96,100,108
56,136,96,132
64,96,80,36
32,60,84,68
64,92,76,132
28,92,96,96
80,92,84,72
32,28,64,132
28,96,96,96
40,116,52,128
152,148,100,136
84,92,64,64
80,76,72,100
60,96,124,132
64,92,64,64
36,96,64,96
36,84,48,108
60,96,64,68
92,96,100,32
160,96,100,16
88,96,68,168
40,96,88,16
48,84,68,92
152,96,76,168
60,88,64,64
32,96,60,96
64,76,64,104
112,92,100,96
88,136,52,68
32,84,52,96
36,92,68,128
116,92,100,104
32,92,96,96
172,96,80,12
40,80,68,128
64,24,100,96
60,96,100,12
40,92,64,72
76,72,68,72
16,28,72,132
32,84,28,96
84,96,64,60
84,136,64,64
68,72,68,112
84,80,68,168
48,28,60,32
48,92,80,64
36,92,96,96
80,76,72,104
92,100,96,136
32,4,84,96
64,96,64,168
80,92,72,132
64,96,64,168
40,96,64,12
64,24,24,100
32,92,96,92
40,92,96,60
32,64,60,96
36,100,68,128
88,140,64,64
64,96,100,100
32,96,96,112
84,76,68,132
36,92,64,168
36,92,96,64
84,84,64,164
32,28,64,116
48,80,64,96
88,92,92,132
48,92,100,32
144,100,68,168
92,96,64,168
76,96,88,112
144,148,100,132
88,96,68,28
64,96,100,60
32,136,60,16
80,88,76,100
64,76,64,164
76,76,100,100
80,24,64,112
28,96,60,164
84,96,68,72
84,72,68,68
48,76,64,112
40,76,68,112
48,96,76,132
112,92,100,100
92,96,100,108
32,92,64,128
36,84,52,164
160,100,68,168
84,76,64,164
92,96,100,96
52,92,100,96
92,96,96,68
64,72,64,108
12,96,64,12
64,96,76,132
48,92,88,8
76,80,96,100
40,80,68,156
88,96,24,132
32,64,52,96
84,24,68,132
80,88,68,160
48,92,48,128
64,92,64,100
48,72,64,92
32,96,48,116
116,96,100,132
84,96,68,132
60,92,96,12
84,92,100,68
32,96,96,112
36,96,64,112
60,84,60,168
76,88,88,100
48,96,80,12
120,92,72,140
64,24,68,8
84,24,12,8
88,96,76,128
48,24,60,164
64,24,64,96
76,72,68,164
84,92,72,8
32,28,52,132
32,96,100,96
92,0,100,60
76,92,84,104
64,96,48,64
84,96,68,136
0,28,68,64
48,84,64,68
92,96,100,104
32,136,64,32
28,24,28,28
80,72,68,96
88,92,96,132
32,96,64,160
32,92,96,132
84,84,68,164
8,140,60,16
84,76,68,164
32,136,60,16
36,88,92,132
160,96,100,164
48,92,64,168
32,92,64,116
48,92,100,116
32,92,84,96
52,24,12,8
20,28,12,100
92,24,64,16
44,0,68,132
32,96,100,168
40,92,64,164
32,92,100,168
36,92,100,132
56,84,12,64
64,0,64,144
48,100,100,16
92,100,64,168
56,24,12,12
80,92,88,104
84,80,84,100
64,20,64,100
64,88,64,68
92,96,96,108
80,92,76,104
32,84,96,128
76,24,84,68
28,0,96,96
32,96,64,100
80,88,4,100
48,92,100,12
36,92,64,112
48,96,76,16
132,136,64,164
8,0,64,8
64,92,52,164
64,96,60,100
40,92,96,128
64,92,80,104
32,96,100,72
64,96,76,104
84,96,72,12
76,80,84,108
52,88,76,132
8,96,64,8
36,148,68,132
64,80,48,168
84,76,96,112
84,92,68,168
88,96,64,144
36,96,100,32
64,76,64,96
172,96,96,8
48,72,48,112
64,92,96,132
160,112,68,168
64,96,84,12
32,92,64,96
36,92,96,60
88,96,88,136
76,76,68,96
120,96,68,140
92,0,100,132
80,76,68,148
32,28,92,104
92,96,64,128
64,76,68,108
120,96,68,168
64,92,64,100
84,24,60,168
32,96,64,64
64,92,100,104
64,24,60,60
24,148,124,16
64,24,88,64
44,4,68,116
64,88,68,124
64,80,60,160
140,120,100,128
152,96,96,132
64,88,84,96
112,96,72,168
28,32,48,96
64,80,64,168
88,80,64,60
128,104,96,108
120,96,76,128
52,136,48,128
80,80,72,132
84,24,12,12
32,32,64,96
52,136,48,64
28,104,100,104
40,96,64,168
32,96,100,112
84,76,64,136
80,80,84,100
84,92,52,76
48,76,68,112
84,76,52,16
92,148,52,12
76,80,28,80
64,96,100,132
32,28,32,16
88,24,96,116
176,96,76,168
84,92,96,68
32,96,64,116
92,96,64,32
92,0,100,132
84,92,100,108
52,96,64,100
92,96,96,100
8,8,12,12
36,84,64,140
36,80,68,100
36,116,64,136
164,148,64,16
64,92,96,64
92,96,64,60
64,96,96,100
92,96,92,112
48,80,64,112
88,96,68,164
32,64,64,116
80,80,76,136
64,92,84,96
64,96,64,108
84,92,68,68
32,92,100,164
40,68,64,108
64,24,88,4
116,96,96,132
32,96,100,32
120,0,100,60
48,96,48,116
64,8,12,100
160,100,100,164
64,92,80,104
20,92,100,16
8,100,100,128
64,88,64,104
64,24,64,108
32,96,64,156
64,124,64,164
52,96,100,12
64,80,64,100
60,92,64,96
56,24,60,100
48,32,64,16
84,92,68,140
56,76,60,16
92,96,68,68
84,88,68,136
64,76,64,64
144,140,72,168
36,92,68,112
92,92,100,92
56,20,12,132
80,80,64,100
8,148,60,160
88,0,68,12
64,96,80,116
32,96,64,168
36,92,96,124
16,24,4,100
76,80,88,100
88,96,76,128
36,72,52,164
148,96,64,140
8,100,72,4
8,96,100,32
152,140,116,132
84,76,64,96
48,72,64,164
32,88,76,128
80,88,72,108
92,96,100,124
52,96,96,96
120,136,60,136
40,72,64,112
120,0,100,132
92,100,72,168
64,0,68,132
84,92,64,12
92,92,100,12
64,20,64,168
64,84,72,104
16,24,60,104
12,124,120,12
64,136,52,168
52,24,12,8
32,92,100,108
56,8,8,8
64,24,64,96
84,24,12,12
60,136,60,64
40,92,48,96
64,4,60,100
80,20,64,16
12,96,64,12
84,96,96,132
80,80,72,132
88,100,96,112
88,96,68,136
48,24,60,100
28,96,100,112
64,12,80,96
40,92,52,64
52,136,64,12
88,96,96,68
116,0,76,128
112,92,100,132
88,96,64,64
88,96,72,132
20,24,60,96
84,96,68,60
32,88,84,96
36,92,96,64
84,88,68,160
36,92,128,100
48,92,72,112
64,4,60,172
36,88,48,164
64,72,64,168
40,76,64,96
88,24,12,12
84,88,68,160
32,88,96,96
40,84,68,164
40,92,64,164
76,76,68,160
32,88,72,96
88,96,96,112
148,96,76,136
20,28,16,104
32,92,96,96
60,0,64,116
40,136,64,168
48,60,48,96
36,32,64,108
80,76,64,64
92,148,68,72
88,96,64,168
140,116,128,16
32,100,100,124
64,88,68,148
48,96,96,72
104,96,100,64
92,96,100,132
64,92,4,16
80,92,84,104
144,100,68,8
84,76,64,136
52,24,76,96
92,96,96,108
20,84,48,12
48,96,64,168
76,80,68,168
84,96,76,132
64,76,68,100
84,24,68,8
52,44,48,96
40,96,64,12
88,84,68,60
40,96,68,168
56,136,60,132
36,92,64,8
92,92,96,132
84,28,84,104
36,92,100,96
28,92,100,108
48,28,64,96
48,64,64,60
52,24,28,8
120,0,76,172
32,96,96,68
64,76,64,64
40,24,48,36
36,96,100,132
56,92,84,12
88,96,96,132
36,116,68,168
64,112,64,132
32,28,64,124
88,92,100,160
144,100,100,12
64,96,96,68
88,92,88,132
52,116,56,160
36,100,68,132
88,96,76,132
12,72,64,12
84,24,64,64
92,96,76,112
64,96,96,68
116,96,64,168
124,0,76,168
64,96,64,64
84,96,64,60
84,76,68,100
48,96,48,136
32,96,100,124
112,92,100,132
88,96,96,32
40,92,92,128
32,76,68,112
32,92,100,120
32,92,100,96
48,0,100,68
120,136,52,172
64,24,68,108
36,72,64,96
32,92,52,100
28,100,100,104
36,140,68,132
64,24,12,60
8,92,104,128
112,96,64,136
52,92,64,12
64,96,68,132
84,92,96,164
64,0,64,160
36,92,64,132
40,96,68,112
32,92,96,96
92,96,100,132
32,92,48,96
92,100,76,124
88,96,72,164
80,80,64,168
92,96,92,132
32,96,48,128
36,24,64,60
48,80,80,72
36,92,48,64
80,92,76,168
20,80,76,96
32,84,92,128
76,84,88,64
84,92,72,12
92,92,92,108
24,116,72,104
64,136,52,60
64,92,96,100
36,92,72,136
48,80,64,108
88,96,68,164
76,20,84,108
40,96,72,12
32,96,100,12
88,0,80,128
32,28,84,96
132,120,104,132
92,100,52,112
64,88,100,96
40,96,76,116
64,8,64,112
28,60,28,96
48,80,80,96
40,84,52,108
64,96,100,108
84,88,68,68
52,64,64,68
32,80,64,96
40,92,68,132
84,76,68,132
64,84,84,108
36,92,60,120
8,4,60,96
112,96,100,104
64,92,12,64
84,72,64,164
32,96,100,120
32,92,100,96
28,88,64,32
84,92,68,168
88,140,64,136
40,92,100,132
48,100,64,128
28,92,100,96
88,96,68,8
92,96,92,108
80,24,24,108
68,12,84,96
120,96,80,128
52,80,64,8
80,92,68,64
144,140,100,132
36,92,100,116
8,76,64,164
120,96,72,144
64,0,64,164
92,96,12,16
64,24,64,96
28,80,100,96
84,148,68,132
36,92,96,128
40,80,84,112
28,80,4,96
16,24,60,16
120,92,68,168
48,96,96,68
64,104,64,108
76,24,64,164
64,24,64,108
92,96,96,104
32,96,100,16
64,64,56,168
84,80,68,136
32,72,64,96
132,100,68,132
92,96,68,16
60,92,84,8
64,64,64,168
88,96,96,168
120,96,100,96
20,116,100,108
64,76,64,68
40,72,68,164
48,72,64,12
76,92,72,108
120,100,72,140
88,92,96,132
64,92,84,64
152,148,64,140
64,64,64,64
40,96,100,112
40,32,72,112
32,0,64,60
32,80,84,96
64,80,64,168
116,136,64,64
64,76,84,96
40,96,68,124
36,96,64,12
32,80,52,64
60,136,64,132
32,92,64,72
64,88,64,136
36,116,48,132
64,88,68,164
32,0,96,104
92,100,100,132
28,92,100,96
48,92,88,96
40,76,80,96
40,96,96,168
8,92,72,96
84,96,68,168
92,96,68,128
28,96,100,96
48,24,72,96
48,92,96,8
36,92,60,164
40,28,88,112
92,0,100,124
16,136,64,104
64,96,60,60
32,96,64,12
84,92,96,100
36,76,64,96
64,24,64,100
52,92,64,132
32,92,100,96
84,24,64,112
76,84,72,164
64,88,52,140
28,4,100,100
40,64,60,112
64,76,52,100
32,136,64,128
80,72,64,96
40,28,64,132
0,24,68,64
64,92,96,100
36,96,64,12
64,24,84,96
28,80,64,60
64,92,100,96
28,12,60,96
28,92,96,96
80,92,100,100
148,96,96,136
84,0,96,68
32,96,100,112
84,92,72,168
84,88,64,68
8,100,64,12
48,92,60,116
36,92,72,168
64,88,72,104
16,24,60,96
32,72,64,96
32,92,100,96
8,112,64,172
64,80,60,64
12,96,100,12
88,96,68,8
148,148,68,132
92,96,96,132
64,96,68,104
80,76,68,164
88,0,64,164
36,92,120,104
32,96,48,60
28,96,100,108
48,96,48,124
36,136,128,136
92,116,96,128
48,0,96,164
84,92,68,168
32,32,64,112
84,84,88,136
60,136,52,168
40,32,76,108
20,84,84,96
28,80,48,116
88,96,92,60
48,80,64,96
40,88,88,96
92,96,92,132
48,100,100,108
84,92,68,168
64,96,100,104
84,24,64,68
80,72,68,168
64,96,100,104
80,88,76,104
116,92,96,104
84,88,72,164
48,28,64,16
40,84,68,156
84,0,12,136
88,136,64,132
16,96,72,12
172,12,12,168
88,96,8,8
120,96,92,128
48,28,64,116
88,0,100,60
80,20,12,12
84,92,72,168
152,96,64,12
80,84,68,112
92,96,100,132
120,96,96,132
20,28,100,104
28,32,84,96
88,92,88,64
48,92,64,104
48,72,64,164
36,136,64,168
32,92,48,164
64,96,68,168
40,96,72,112
88,92,100,104
32,96,48,164
92,96,96,104
64,24,64,100
36,60,52,112
84,88,64,64
28,84,96,96
40,84,84,112
32,92,96,72
152,136,60,184
92,24,12,12
40,96,96,108
36,136,52,164
84,88,92,108
12,28,60,16
88,92,96,64
36,96,100,96
40,96,100,28
36,92,100,164
32,28,88,112
48,112,100,120
164,96,68,12
8,100,16,12
84,96,76,108
88,96,68,144
48,64,56,164
140,140,68,160
60,136,60,12
64,28,64,100
8,92,124,12
24,12,100,104
28,32,96,112
28,64,52,96
64,92,64,100
8,120,64,16
48,92,96,96
32,96,100,120
28,116,72,108
64,64,64,108
84,0,64,168
68,76,68,64
92,96,100,104
56,96,100,16
64,112,64,64
116,92,100,104
36,28,92,112
84,96,96,132
52,84,84,8
64,92,64,64
88,92,100,132
48,96,100,96
84,92,96,96
36,96,120,12
40,92,88,12
84,16,12,164
76,76,28,100
80,72,72,104
80,88,72,168
64,24,12,12
52,92,64,128
64,80,64,136
64,24,60,100
48,92,100,12
48,80,96,72
64,64,72,96
64,80,64,100
84,92,64,12
60,92,64,168
36,92,64,108
156,96,96,168
64,24,64,100
8,64,64,164
92,76,100,108
64,96,96,36
32,92,64,8
84,80,64,164
48,92,100,8
148,100,100,136
8,148,64,12
80,80,68,132
64,92,64,104
28,100,60,124
164,96,100,16
32,64,60,96
144,136,64,168
40,112,48,132
36,92,68,112
64,8,64,168
152,148,64,168
36,80,96,92
60,64,60,72
64,96,84,104
64,72,100,100
88,92,12,8
20,28,84,100
84,84,52,128
40,96,48,132
120,0,68,168
84,88,52,64
92,96,100,28
64,96,60,100
64,68,64,108
92,96,92,108
64,72,68,96
64,96,76,104
152,148,64,16
80,92,72,72
0,0,64,112
144,100,100,168
80,80,64,160
40,96,100,128
64,24,64,108
60,96,100,100
8,0,72,112
84,88,64,132
36,28,64,104
44,92,96,128
32,92,100,96
40,100,108,8
64,136,64,64
172,92,100,12
156,92,100,8
88,96,100,100
52,24,64,64
52,140,64,4
88,96,64,28
64,84,68,100
16,32,64,8
16,24,12,12
112,92,100,104
76,80,72,104
40,96,76,124
84,96,64,168
88,96,76,164
48,88,72,164
44,92,88,112
36,28,68,100
88,92,64,104
144,96,120,20
64,84,72,104
24,72,28,32
32,100,100,120
56,88,84,96
88,96,96,64
92,100,100,60
32,100,64,16
48,96,52,168
32,80,52,108
64,96,64,164
32,28,64,28
92,148,52,72
36,96,100,172
64,28,96,8
64,4,64,184
88,96,96,128
80,80,64,64
36,92,100,68
32,92,60,96
84,24,64,140
64,96,92,132
84,76,64,112
52,96,56,12
88,96,92,132
64,0,64,96
32,92,96,96
60,92,48,64
12,92,64,16
32,80,64,108
32,96,100,64
40,92,100,104
84,24,64,164
36,80,84,96
48,80,64,92
36,100,100,132
32,104,100,100
28,96,72,116
68,136,64,64
36,96,68,132
116,0,100,164
28,84,28,96
40,96,100,36
84,76,52,60
32,84,72,160
64,4,4,104
36,96,96,120
84,96,96,132
32,44,28,96
64,0,60,168
80,92,88,112
84,72,68,164
36,96,48,112
36,96,52,164
92,96,96,120
28,96,100,120
104,96,96,96
32,76,64,164
64,100,64,164
52,96,100,124
84,80,68,68
8,8,64,164
64,76,64,108
80,76,64,164
12,136,64,36
36,28,60,64
40,76,68,148
40,32,56,112
8,8,12,4
32,72,64,96
92,96,100,132
64,72,64,100
88,92,96,100
36,92,92,4
88,96,12,12
28,88,100,96
92,92,64,8
28,96,100,16
76,92,84,108
56,88,96,96
48,28,60,100
64,92,100,104
64,92,64,168
64,92,100,96
116,0,76,132
64,8,64,96
84,96,76,132
52,136,52,16
112,92,100,100
60,92,64,36
40,0,100,116
56,32,64,16
32,96,48,168
52,100,64,132
80,92,76,104
48,60,96,60
56,84,48,100
64,96,96,116
32,0,120,132
36,84,52,132
64,76,52,168
64,92,96,96
32,76,96,96
44,60,64,96
36,96,52,112
64,92,100,68
40,96,88,112
52,96,12,12
24,96,100,112
0,8,92,4
92,96,96,112
64,80,60,64
52,92,64,60
144,96,64,16
0,0,100,132
80,84,72,164
52,56,52,164
64,112,68,132
36,92,64,60
64,92,96,4
32,112,100,112
120,100,100,104
64,24,12,96
84,24,76,16
64,96,96,136
32,96,100,12
92,96,84,108
92,96,92,120
92,96,96,124
36,92,64,96
144,140,68,164
168,8,72,168
108,72,72,72
52,96,12,12
64,96,100,104
64,68,60,164
48,96,96,64
92,96,100,168
92,28,68,12
48,96,76,12
48,92,64,64
52,24,84,96
40,92,68,168
64,92,100,96
88,96,64,136
64,96,96,168
88,92,92,132
48,88,80,60
52,88,48,96
16,24,64,16
84,0,76,132
136,24,100,12
80,80,76,96
48,56,52,116
152,96,64,32
48,96,80,112
64,68,68,68
80,92,88,108
68,80,84,96
16,0,60,100
0,80,84,112
64,24,24,100
60,100,60,116
36,112,96,112
48,88,84,96
8,0,64,132
36,96,96,132
92,28,52,16
160,136,100,164
32,32,64,116
40,84,64,112
20,96,100,32
64,24,68,4
84,92,64,100
92,96,64,32
80,80,100,16
64,64,64,68
60,88,64,16
92,96,100,128
36,64,64,116
76,80,84,108
64,76,84,96
64,80,64,64
64,92,64,96
52,92,52,112
48,64,64,96
40,136,64,136
64,88,84,96
64,96,100,64
64,84,52,96
52,80,52,12
64,24,64,96
88,148,64,64
92,96,68,168
32,92,88,128
76,92,100,104
64,92,100,104
140,112,68,12
32,92,100,100
40,84,0,100
64,92,100,16
64,24,84,108
28,88,44,96
36,96,100,72
64,80,68,100
84,72,68,148
80,24,68,100
76,88,72,68
84,88,84,108
64,112,68,108
56,92,64,100
64,96,76,100
64,136,60,140
152,136,64,168
84,92,68,136
160,148,64,12
48,72,64,96
28,112,44,108
32,76,72,96
88,96,76,108
12,0,64,108
120,100,68,144
32,0,64,96
84,96,76,108
64,92,68,168
40,92,64,132
56,136,60,164
76,80,72,72
92,96,100,132
48,44,64,136
84,148,68,16
76,88,84,168
80,76,72,96
80,88,0,136
116,96,96,128
64,96,76,100
64,96,68,64
64,52,52,68
108,96,96,104
64,96,72,164
88,24,12,12
84,24,64,164
88,92,92,28
40,96,92,112
64,112,64,64
32,92,124,64
84,24,12,8
88,96,84,12
92,140,64,168
36,36,48,108
8,124,48,132
88,92,88,104
92,96,96,64
92,96,68,140
32,100,100,128
64,84,12,96
48,64,64,96
92,96,96,8
64,96,80,64
60,92,100,96
120,12,64,168
64,96,64,168
80,92,72,168
32,28,64,160
160,96,68,168
84,92,68,160
84,96,72,168
120,92,96,136
88,92,68,64
80,84,100,100
84,116,68,168
80,72,72,100
64,140,52,168
32,28,28,132
52,80,64,136
84,96,76,12
24,88,84,96
32,96,64,116
8,92,104,12
84,0,76,132
92,96,100,104
32,112,72,128
84,92,64,168
84,96,72,136
88,92,12,8
76,88,100,100
92,148,100,112
64,76,64,60
84,96,72,16
64,92,64,64
64,92,68,136
88,92,100,104
52,76,28,60
52,80,64,96
76,84,84,104
44,88,76,96
92,96,100,112
52,24,64,8
48,96,68,8
44,80,72,108
0,4,64,96
84,72,64,68
64,92,76,132
64,92,96,116
68,80,68,160
36,92,64,132
40,88,72,132
64,92,100,132
64,96,64,108
64,100,76,136
32,32,84,96
128,116,100,132
28,0,0,156
84,0,64,64
88,96,64,112
32,92,72,144
84,88,76,132
84,92,68,168
84,96,72,164
48,92,96,8
144,96,68,4
88,136,64,136
16,92,100,12
48,96,96,92
64,80,76,132
92,96,64,112
40,92,96,132
40,92,96,132
64,60,52,96
64,4,64,60
84,96,72,168
84,24,64,108
88,96,100,68
80,96,68,168
64,96,12,96
32,96,64,132
32,100,100,104
32,92,84,128
64,24,12,12
64,8,12,112
68,24,64,64
140,136,64,60
32,96,52,168
76,88,68,64
60,64,52,96
76,80,84,96
64,76,56,168
60,96,100,64
64,104,68,132
36,92,96,96
28,96,100,96
80,80,76,96
40,116,52,108
48,96,84,108
48,96,96,60
32,80,28,104
84,0,68,64
32,96,100,116
32,76,60,160
