dorsal_ventral,ventral_dorsal
0.01594352642529756,-0.01594352642529767
0.0862682488201934,-0.08626824882019352
0.0884893367219701,-0.08848933672197015
0.07738571778086889,-0.07738571778086892
0.007622304937709108,-0.007622304937709122
-0.09726773082415774,0.09726773082415774
-0.09407281180830206,0.09407281180830199
0.0008570057495196487,-0.0008570057495196765
0.0038106403478735396,-0.0038106403478735673
-0.00828210342850895,0.008282103428508936
0.0010143726484606944,-0.0010143726484606944
0.03754189413820503,-0.03754189413820505
-0.0028167165741113526,0.0028167165741113387
-0.06413968729170785,0.06413968729170783
-0.10541223215269885,0.10541223215269888
-0.12379094681700725,0.12379094681700724
0.0026225257552975056,-0.0026225257552975334
0.014377617862864275,-0.01437761786286429
-0.034432783566450686,0.03443278356645068
-0.05244663191064686,0.05244663191064686
-0.05795351422694663,0.05795351422694664
-0.0592745268354372,0.05927452683543721
-0.12633816355727345,0.12633816355727345
-0.20143252091590058,0.20143252091590058
-0.20628660849666916,0.2062866084966692
-0.18991731373283796,0.189917313732838
-0.1518730245795591,0.1518730245795591
-0.102185639633539,0.102185639633539
-0.05346623986724669,0.0534662398672467
-0.0517046887573339,0.051704688757333896
-0.04707272980592253,0.047072729805922524
-0.10443919202643834,0.10443919202643837
-0.15983055943463742,0.15983055943463745
-0.1861022228018911,0.18610222280189112
-0.17905058115879824,0.17905058115879827
-0.1814377577391793,0.1814377577391793
-0.17022756741435896,0.170227567414359
-0.11704146280998154,0.11704146280998157
-0.05210330500433412,0.05210330500433415
0.02957811363720833,-0.029578113637208275
0.07685608334188011,-0.07685608334188006
0.07368374393109572,-0.07368374393109572
0.04016414817286234,-0.040164148172862325
0.01810806345274981,-0.018108063452749814
-8.56683236569282e-05,8.566832365693514e-05
-0.005697211411517633,0.005697211411517654
0.014891826348249163,-0.014891826348249121
0.05747204073638788,-0.05747204073638787
0.06671270296669402,-0.06671270296669399
0.03918158909801285,-0.03918158909801284
-0.0053762128415379695,0.005376212841537997
-0.031893176562088704,0.03189317656208872
-0.03478540160364754,0.03478540160364757
-0.039906458296005004,0.03990645829600501
-0.037241992691299866,0.03724199269129988
-0.041261549619774386,0.04126154961977441
-0.053544222240515006,0.05354422224051502
-0.07479266256095166,0.07479266256095167
-0.09790761636143605,0.09790761636143608
-0.114399155620639,0.11439915562063903
-0.12617816531841392,0.12617816531841394
-0.13862031099342156,0.13862031099342162
-0.16102427006965195,0.161024270069652
-0.16648244891843808,0.16648244891843814
-0.15021086440779638,0.15021086440779644
-0.128724358183407,0.12872435818340702
-0.1020709144826856,0.10207091448268563
-0.08308559381332298,0.083085593813323
-0.08464768495420164,0.08464768495420165
-0.11011634266021124,0.11011634266021124
-0.13099294486274493,0.13099294486274493
-0.14769953511788242,0.14769953511788242
-0.16432853101789718,0.16432853101789718
0.07861060732380876,-0.0786106073238087
0.14638473409384056,-0.14638473409384056
0.1654592142545249,-0.1654592142545249
0.12198844246112359,-0.12198844246112356
0.03785716587183198,-0.037857165871831994
0.0362235751771548,-0.036223575177154785
0.10403233759566012,-0.10403233759566012
0.0845033100424115,-0.0845033100424115
0.07139141952554821,-0.07139141952554823
0.0817351251392017,-0.0817351251392017
0.10412564122380268,-0.10412564122380269
0.0802060392213072,-0.08020603922130722
0.020061569491518022,-0.020061569491518022
-0.021969381701491812,0.021969381701491805
-0.04530470524868837,0.04530470524868836
0.017145104421876223,-0.017145104421876237
-3.729946893871183e-05,3.729946893871183e-05
-0.06487740371071771,0.06487740371071771
-0.10931772866130565,0.10931772866130568
-0.14081505800124952,0.1408150580012495
-0.1395538080452963,0.1395538080452963
-0.18897843465027275,0.18897843465027275
-0.2774220827523016,0.2774220827523016
-0.26017460021348077,0.2601746002134808
-0.21008598329387018,0.21008598329387018
-0.1575107457998104,0.1575107457998104
-0.1001710366389967,0.1001710366389967
-0.019692791876669835,0.01969279187666982
-0.006256997615231047,0.006256997615231061
-0.024994499236204337,0.02499449923620435
-0.09229929214477234,0.09229929214477234
-0.16377934757520263,0.16377934757520263
-0.2119232770474672,0.21192327704746722
-0.22796756928221953,0.2279675692822195
-0.25279291458438036,0.25279291458438036
-0.27413994146384274,0.27413994146384274
-0.215452860152754,0.215452860152754
-0.12332711407859596,0.12332711407859594
-0.035086328420593144,0.035086328420593144
-0.018561048511173003,0.018561048511172996
-0.02680315214794673,0.02680315214794673
-0.04693760451697259,0.046937604516972584
-0.058001417313080963,0.058001417313080963
-0.06976308533743472,0.06976308533743472
-0.07496874941121012,0.07496874941121012
-0.07685500022158015,0.07685500022158015
-0.07019338268975259,0.07019338268975256
-0.07143612743177927,0.07143612743177927
-0.08541709231744192,0.08541709231744192
-0.10377484738805276,0.10377484738805276
-0.10671113399944082,0.10671113399944085
-0.0940968907839883,0.0940968907839883
-0.09048272417587871,0.0904827241758787
-0.0801232242164683,0.08012322421646828
-0.07318098569868672,0.07318098569868675
-0.07088739910951987,0.07088739910951987
-0.08171078630164247,0.08171078630164247
-0.09614634455674413,0.09614634455674413
-0.10450730190112585,0.10450730190112582
-0.11017441172491438,0.11017441172491438
-0.11716867922637156,0.11716867922637156
-0.13129339381412566,0.1312933938141257
-0.13518725812131796,0.135187258121318
-0.12476546110300897,0.12476546110300896
-0.10628415371378494,0.10628415371378494
-0.08510816540666888,0.08510816540666888
-0.0796674080116812,0.0796674080116812
-0.10073898445819647,0.10073898445819647
-0.14237644524362983,0.1423764452436298
-0.17250119387001162,0.17250119387001162
-0.19854855970802288,0.19854855970802288
-0.21470028439235178,0.2147002843923518
0.115286618140166,-0.11528661814016611
0.16534293731330704,-0.16534293731330707
0.17405342568671492,-0.17405342568671492
0.13981493934623063,-0.13981493934623068
0.11470104658108851,-0.11470104658108853
0.12190964481669324,-0.12190964481669322
0.10425095023761706,-0.10425095023761709
0.13730405111000438,-0.13730405111000438
0.17756634001357915,-0.17756634001357918
