dorsal_ventral,occipital_ventral,occipital_dorsal,dorsal_frontal,ventral_frontal,dorsal_ventral_frontal,dorsal_ventral_occipital,sub
0.0258055871035701,0.0430181558385194,-0.0152912345687415,0.0337605462968862,0.0013324506304588,-0.0005356821906454,-0.0001781181901767,AC
0.0095100318701875,0.006753160184601,0.0016479837788412,0.0004501286522187,0.0003708096947032,-9.07891205992328e-05,-4.6235709789233e-05,AM
0.0240472755215566,0.005583272094342,-0.0116238656166752,-0.0106243856122012,-0.0201685373917246,0.0005686703516829,0.0009001375381307,BB
0.0503261770255445,0.0014954886083342,0.0008575407456183,0.0495106509962413,-0.0372043166688039,0.0042948993958029,0.0082280770195897,CM
0.0448770067280453,0.0019024726069609,0.0049389391255942,0.0542691224078857,-0.0312563017531751,3.1220876245186e-05,0.0017239068532983,CR
0.0171259334630278,0.0110456730347244,-0.0045982196925862,0.0032499567070678,-0.0131260367682269,0.0006563233994443,4.18577595064917e-05,GG
0.0181076498877029,-0.0032213462845014,-0.0186559120333882,0.0170603973937775,0.0274348864066243,0.0002797717207752,4.9884564276681e-05,HA
0.004969718715406,0.0285800928785775,0.0228589567863173,-0.0066218849489743,-0.0219108536445702,0.0001825815760305,-0.0004005319642024,IB
-0.0315757942292669,-0.0038523227073179,0.0024861965084421,-0.0041808080215353,0.0052537584115244,-0.0011237323584714,-0.000227144764441,JM
0.0752840842092652,0.0148729711083386,-0.0295053468930973,0.056893856442056,-0.0075035827294893,-0.0003110016265983,-0.0005595445418808,JR
-0.0021249146737476,0.0239192660637507,0.0201438998762095,0.0091977564319654,0.0202417962267192,-0.0006903646353819,-0.0010842077008463,KK
-0.00034664737646,0.0087033253326025,0.0008877452272433,0.0466623748559565,0.0711180841445299,0.0012720905200867,0.0011033792150927,KT
0.0028176348942503,0.0260250713811738,-0.0009041971647846,0.0144315764352925,0.0662668365143599,-0.0002891252541772,2.4139086156616e-05,MC
-0.0012515014837508,-0.0155936195717423,0.0025084794893663,0.0062703003012361,0.022649815811544,0.0007057342146303,0.0010642009299139,MH
0.0037431784156751,0.0140793262052883,0.0051522046904044,-0.0003028463916696,0.0118246671334257,0.0004715150397709,0.0001802282268998,NF
-0.0067430491318705,0.0212866073010474,0.0113877485915388,0.0045207904279239,0.0120600670793344,0.0121401898128028,0.0093167023397864,SB
0.0520878760840087,-0.0041835657112778,-0.0530212383233613,0.0187496454397496,0.007017246402682,0.0080588355316146,0.0088195066999246,SG
0.0099865356739377,0.0471752374438741,0.006177859579821,-0.0065880633379168,-0.0386400521740644,0.0173688018996985,0.01685123325543,SOG
-0.0464666345250531,0.0402635049320272,0.0104533303412189,0.0450723899462091,0.0308840172543838,-0.0321546870348035,-0.0342870193809071,TL
-0.0027100804580989,-0.0004217758801662,0.0006011185817359,-0.0016553211383012,0.0180928483355787,0.0007426338040286,-0.0036663820702269,ZZ
