sub,dorsal_ventral
AC,0.0411584516266403
AM,-0.000763392930009044
BB,-0.102913201751171
CM,-0.0211380090158575
CR,0.00854205882408454
GG,0.00966113019014703
HA,0.013584994216334
IB,0.0346589074886334
JM,0.0261399285660169
JR,-0.0105754711593118
KK,0.00138759383098996
KT,0.00622203038039348
MC,0.00210968726655159
MH,0.00967705103479188
NF,-0.0477941314016523
SB,0.0119995670554949
SG,-0.0220800758985131
SOG,0.0675281112632957
TL,0.00251404789857679
ZZ,0.0228842238301521
