sub,dorsal_ventral
AC,-0.000178118190176768
AM,-4.6235709789233e-05
BB,0.000900137538130785
CM,0.00822807701958972
CR,0.00172390685329837
GG,4.18577595064917e-05
HA,4.9884564276681e-05
IB,-0.000400531964202422
JM,-0.000227144764441078
JR,-0.000559544541880896
KK,-0.00108420770084638
KT,0.00110337921509274
MC,2.4139086156616e-05
MH,0.00106420092991399
NF,0.000180228226899892
SB,0.00931670233978643
SG,0.0088195066999246
SOG,0.01685123325543
TL,-0.0342870193809071
ZZ,-0.00366638207022696
