sub,dorsal_ventral
AC,0.0258055871035701
AM,0.00951003187018751
BB,0.0240472755215566
CM,0.0503261770255445
CR,0.0448770067280453
GG,0.0171259334630278
HA,0.0181076498877029
IB,0.00496971871540608
JM,-0.0315757942292669
JR,0.0752840842092652
KK,-0.00212491467374765
KT,-0.000346647376460063
MC,0.00281763489425035
MH,-0.00125150148375086
NF,0.00374317841567517
SB,-0.00674304913187052
SG,0.0520878760840087
SOG,0.0099865356739377
TL,-0.0464666345250531
ZZ,-0.00271008045809895
